setup,scheme,sum_se,mean_se,tau_p_actual,n_active_ap,n_active_rf,ee_bps_per_hz_per_watt
103,Hybrid#4 (TopAP+greedy),301.38180136861354,6.027636027372271,15,185,1480,1.7291807871974003
104,Random,273.74914020241886,5.474982804048377,15,200,1600,1.466513251084387
104,Gao matching,273.93905599841327,5.478781119968265,15,200,1600,1.4675306571343572
104,GC (Liu),273.8728468665788,5.477456937331576,15,200,1600,1.4671759653566725
104,Structured (Chen),273.8511026575947,5.477022053151894,15,200,1600,1.467059478522829
104,Mussbah,289.4239051496221,5.788478102992442,7,172,686,2.1286386747949657
104,MJH weighted-count default,289.4239051496221,5.788478102992442,7,172,686,2.1286386747949657
104,MJH weighted-count strict,297.32722717343853,5.946544543468771,3,172,686,2.186765583526148
104,MJH weighted-power,289.4239051496221,5.788478102992442,7,172,686,2.1286386747949657
104,MJH beam-resource matching,293.58697969312783,5.871739593862556,4,172,686,2.1592570215233726
104,TopAP (bisect),273.83890786667405,5.476778157333481,15,198,1584,1.480076972525038
104,Hybrid#3 (TopAP N=8 adaptive),285.10222058575437,5.702044411715088,8,177,1416,1.700157355776501
104,Hybrid#4 (TopAP+greedy),273.8484769107533,5.476969538215066,15,190,1520,1.5348817015081924
105,Random,284.16765461785025,5.683353092357005,15,200,1600,1.5223267211670553
105,Gao matching,284.22827694186213,5.6845655388372425,15,200,1600,1.522651483617119
105,GC (Liu),284.12082699863504,5.682416539972701,15,200,1600,1.5220758589212595
105,Structured (Chen),284.10568201912673,5.682113640382535,15,200,1600,1.521994725102465
105,Mussbah,299.11036487581777,5.982207297516355,7,155,603,2.410981352358245
105,MJH weighted-count default,299.11036487581777,5.982207297516355,7,155,603,2.410981352358245
105,MJH weighted-count strict,303.965963268555,6.0793192653711,4,155,603,2.450119939830098
105,MJH weighted-power,299.11036487581777,5.982207297516355,7,155,603,2.410981352358245
105,MJH beam-resource matching,304.99484504363596,6.099896900872719,4,155,603,2.4584132491392934
105,TopAP (bisect),286.8487668764835,5.73697533752967,14,194,1552,1.578549574666515
105,Hybrid#3 (TopAP N=8 adaptive),295.6919018679493,5.913838037358986,9,172,1376,1.8077760456569147
105,Hybrid#4 (TopAP+greedy),284.1188723570698,5.682377447141396,15,183,1464,1.6457143738402464
106,Random,314.8026014000485,6.29605202800097,14,200,1600,1.6864425075002603
106,Gao matching,313.44632468675263,6.268926493735052,15,200,1600,1.679176739393318
106,GC (Liu),313.41656516643786,6.2683313033287575,15,200,1600,1.6790173133916317
106,Structured (Chen),313.45213256102994,6.269042651220599,15,200,1600,1.679207853005518
106,Mussbah,332.9826337031783,6.659652674063566,6,164,660,2.544053127666518
106,MJH weighted-count default,332.9826337031783,6.659652674063566,6,164,660,2.544053127666518
106,MJH weighted-count strict,340.7775374392388,6.815550748784776,2,164,660,2.603607732689137
106,MJH weighted-power,332.9826337031783,6.659652674063566,6,164,660,2.544053127666518
106,MJH beam-resource matching,337.7110842650685,6.754221685301371,4,164,660,2.5801794244262353
106,TopAP (bisect),313.4515701649007,6.269031403298015,15,197,1576,1.7017684667143869
106,Hybrid#3 (TopAP N=8 adaptive),332.07738402696316,6.641547680539263,7,177,1416,1.9802855480413253
106,Hybrid#4 (TopAP+greedy),313.44379771478157,6.268875954295631,15,187,1496,1.7815211351193008
107,Random,247.63015499792778,4.952603099958555,15,200,1600,1.3265901160603277
107,Gao matching,247.87723298780026,4.957544659756005,15,200,1600,1.3279137481489303
107,GC (Liu),248.16650781038948,4.96333015620779,15,200,1600,1.3294634346985152
107,Structured (Chen),248.11631013118662,4.962326202623732,15,200,1600,1.3291945185599285
107,Mussbah,264.8060160862419,5.296120321724839,6,164,648,2.030617167472844
107,MJH weighted-count default,264.8060160862419,5.296120321724839,6,164,648,2.030617167472844
107,MJH weighted-count strict,271.07244719105745,5.421448943821149,3,164,648,2.0786701640334657
107,MJH weighted-power,264.8060160862419,5.296120321724839,6,164,648,2.030617167472844
107,MJH beam-resource matching,266.3658731803945,5.32731746360789,5,164,648,2.0425786502254066
107,TopAP (bisect),248.11319397754716,4.962263879550943,15,194,1552,1.3653849067827966
107,Hybrid#3 (TopAP N=8 adaptive),259.60907842816675,5.192181568563335,9,171,1368,1.5952219474310008
107,Hybrid#4 (TopAP+greedy),248.10716619252747,4.962143323850549,15,183,1464,1.4371221674520107
108,Random,269.89636536569776,5.397927307313955,15,200,1600,1.445873385887667
108,Gao matching,270.0247691302029,5.400495382604058,15,200,1600,1.446561263197516
108,GC (Liu),270.0905294441856,5.401810588883713,15,200,1600,1.4469135505938517
108,Structured (Chen),270.1402819629129,5.402805639258259,15,200,1600,1.4471800819441767
108,Mussbah,284.6533543477353,5.693067086954706,8,150,617,2.331376950075639
108,MJH weighted-count default,284.6533543477353,5.693067086954706,8,150,617,2.331376950075639
108,MJH weighted-count strict,293.019143081746,5.86038286163492,3,150,617,2.3998946988594776
108,MJH weighted-power,284.6533543477353,5.693067086954706,8,150,617,2.331376950075639
108,MJH beam-resource matching,290.39235147614306,5.807847029522861,5,150,617,2.3783806667624816
108,TopAP (bisect),270.14946754874757,5.402989350974951,15,199,1592,1.4536539216111257
108,Hybrid#3 (TopAP N=8 adaptive),278.4182672412315,5.56836534482463,10,165,1320,1.7644674976999093
108,Hybrid#4 (TopAP+greedy),270.1359484232757,5.402718968465514,15,183,1464,1.5647204619777522
109,Random,281.22499516753516,5.624499903350703,15,200,1600,1.5065624741117958
109,Gao matching,279.2208002331324,5.584416004662648,15,200,1600,1.4958257155346384
109,GC (Liu),279.3664621635753,5.5873292432715065,15,200,1600,1.4966060473048681
109,Structured (Chen),279.3796007782095,5.587592015564191,15,200,1600,1.4966764327404085
109,Mussbah,294.53149670917827,5.890629934183566,9,158,624,2.3298470405472247
109,MJH weighted-count default,294.53149670917827,5.890629934183566,9,158,624,2.3298470405472247
109,MJH weighted-count strict,305.60454619924826,6.112090923984965,3,158,624,2.4174387306466576
109,MJH weighted-power,294.53149670917827,5.890629934183566,9,158,624,2.3298470405472247
109,MJH beam-resource matching,304.1245644143673,6.082491288287346,5,158,624,2.405731557661442
109,TopAP (bisect),279.2536779109251,5.585073558218502,15,194,1552,1.5367532490741547
109,Hybrid#3 (TopAP N=8 adaptive),291.9085223431167,5.8381704468623346,10,161,1288,1.8894774627096398
109,Hybrid#4 (TopAP+greedy),279.37443174953876,5.587488634990775,15,178,1424,1.6578445163655748
110,Random,300.816939647099,6.01633879294198,15,200,1600,1.6115193195380306
110,Gao matching,300.93015881683533,6.018603176336707,15,200,1600,1.6121258508044753
110,GC (Liu),300.92898930348395,6.018579786069679,15,200,1600,1.6121195855543786
110,Structured (Chen),300.91493280928086,6.0182986561856175,15,200,1600,1.612044282906862
110,Mussbah,322.00378027685383,6.440075605537077,7,164,682,2.4437423243879626
110,MJH weighted-count default,322.00378027685383,6.440075605537077,7,164,682,2.4437423243879626
110,MJH weighted-count strict,328.8415269768002,6.576830539536004,4,164,682,2.495635165520872
110,MJH weighted-power,322.00378027685383,6.440075605537077,7,164,682,2.4437423243879626
110,MJH beam-resource matching,328.9146910787147,6.578293821574294,4,164,682,2.4961904205316072
110,TopAP (bisect),300.93293655414556,6.018658731082911,15,200,1600,1.6121407315400658
110,Hybrid#3 (TopAP N=8 adaptive),321.96662081339286,6.439332416267857,7,183,1464,1.8649415696098448
110,Hybrid#4 (TopAP+greedy),300.9309274577694,6.018618549155389,15,190,1520,1.6866749787450883
111,Random,280.28056062862606,5.605611212572521,15,200,1600,1.50150300336764
111,Gao matching,280.4074864376049,5.608149728752099,15,200,1600,1.502182963058598
111,GC (Liu),280.49970508702205,5.609994101740441,15,200,1600,1.5026769915376184
111,Structured (Chen),280.4724120896473,5.609448241792946,15,200,1600,1.5025307790516824
111,Mussbah,297.6982216403122,5.953964432806244,7,167,689,2.228919637423255
111,MJH weighted-count default,297.6982216403122,5.953964432806244,7,167,689,2.228919637423255
111,MJH weighted-count strict,303.3132856880392,6.066265713760783,3,167,689,2.2709606225941017
111,MJH weighted-power,297.6982216403122,5.953964432806244,7,167,689,2.228919637423255
111,MJH beam-resource matching,298.7629408826985,5.97525881765397,5,167,689,2.2368913801317634
111,TopAP (bisect),280.51299698965954,5.610259939793191,15,198,1584,1.5161498801350848
111,Hybrid#3 (TopAP N=8 adaptive),296.18352324489064,5.923670464897813,8,171,1368,1.8199612263498839
111,Hybrid#4 (TopAP+greedy),280.47314551542894,5.6094629103085785,15,184,1472,1.6168705544701902
112,Random,272.8256016637407,5.456512033274814,15,200,1600,1.4615657231986112
112,Gao matching,272.8314214327093,5.456628428654186,15,200,1600,1.4615969005323717
112,GC (Liu),272.7092901896509,5.454185803793019,15,200,1600,1.4609426260159872
112,Structured (Chen),272.73115141919334,5.454623028383867,15,200,1600,1.4610597397456788
112,Mussbah,290.6869419631436,5.813738839262872,6,151,612,2.374860979260715
112,MJH weighted-count default,290.6869419631436,5.813738839262872,6,151,612,2.374860979260715
112,MJH weighted-count strict,298.092262934102,5.96184525868204,3,151,612,2.4353611437815554
112,MJH weighted-power,290.6869419631436,5.813738839262872,6,151,612,2.374860979260715
112,MJH beam-resource matching,296.9237170648511,5.938474341297021,4,151,612,2.425814330400058
112,TopAP (bisect),272.7482877040756,5.454965754081512,15,197,1576,1.4807851660176934
112,Hybrid#3 (TopAP N=8 adaptive),284.44013195795475,5.688802639159095,9,171,1368,1.7478015174844883
112,Hybrid#4 (TopAP+greedy),272.74737664522786,5.454947532904558,15,180,1440,1.602824936210938
113,Random,270.1707420991245,5.40341484198249,15,200,1600,1.44734326124531
113,Gao matching,269.9717264295374,5.399434528590748,15,200,1600,1.4462771058725221
113,GC (Liu),270.0501756013218,5.401003512026437,15,200,1600,1.4466973692927958
113,Structured (Chen),270.0529018266427,5.401058036532854,15,200,1600,1.4467119740713006
113,Mussbah,287.82748730960856,5.756549746192171,6,168,690,2.1462578592384816
113,MJH weighted-count default,287.82748730960856,5.756549746192171,6,168,690,2.1462578592384816
113,MJH weighted-count strict,296.36738992323,5.9273477984646,3,168,690,2.209937785269662
113,MJH weighted-power,287.82748730960856,5.756549746192171,6,168,690,2.1462578592384816
113,MJH beam-resource matching,292.75952587528076,5.855190517505616,4,168,690,2.183034841981116
113,TopAP (bisect),270.06249139411386,5.401249827882277,15,198,1584,1.4596657493601328
113,Hybrid#3 (TopAP N=8 adaptive),288.4619393697883,5.769238787395766,7,171,1368,1.7725143491410005
113,Hybrid#4 (TopAP+greedy),270.05325051536096,5.401065010307219,15,184,1472,1.5568019822176844
114,Random,276.3130341073234,5.526260682146468,15,200,1600,1.4802483970035185
114,Gao matching,276.47855545650856,5.529571109130171,15,200,1600,1.4811351185170105
114,GC (Liu),276.4567126394963,5.529134252789926,15,200,1600,1.4810181034258734
114,Structured (Chen),276.4962354451327,5.529924708902654,15,200,1600,1.4812298327417825
114,Mussbah,293.872821796801,5.87745643593602,7,173,651,2.1756807260106443
114,MJH weighted-count default,293.872821796801,5.87745643593602,7,173,651,2.1756807260106443
114,MJH weighted-count strict,300.14853902332555,6.002970780466511,3,173,651,2.2221428552002687
114,MJH weighted-power,293.872821796801,5.87745643593602,7,173,651,2.1756807260106443
114,MJH beam-resource matching,298.975561245599,5.97951122491198,4,173,651,2.213458741006126
114,TopAP (bisect),276.47973492645195,5.529594698529039,15,198,1584,1.4943504274918584
114,Hybrid#3 (TopAP N=8 adaptive),292.2174987992394,5.844349975984788,9,186,1488,1.668701810978811
114,Hybrid#4 (TopAP+greedy),276.4979614332964,5.529959228665928,15,189,1512,1.5569309451454916
115,Random,274.2062706029809,5.484125412059618,15,200,1600,1.468962163944541
115,Gao matching,274.285077251048,5.48570154502096,15,200,1600,1.4693843424163289
115,GC (Liu),274.3079411699639,5.486158823399278,15,200,1600,1.4695068276962355
115,Structured (Chen),274.30382569640324,5.486076513928065,15,200,1600,1.4694847805164462
115,Mussbah,289.79280045802483,5.795856009160497,7,165,660,2.2055645370053267
115,MJH weighted-count default,289.79280045802483,5.795856009160497,7,165,660,2.2055645370053267
115,MJH weighted-count strict,298.5328422072623,5.970656844145246,3,165,660,2.272083533003836
115,MJH weighted-power,289.79280045802483,5.795856009160497,7,165,660,2.2055645370053267
115,MJH beam-resource matching,296.69328816537876,5.933865763307575,4,165,660,2.258082994852886
115,TopAP (bisect),274.32025475840106,5.486405095168021,15,196,1568,1.4960202949921892
115,Hybrid#3 (TopAP N=8 adaptive),289.78615419119006,5.795723083823801,7,178,1424,1.7196290427723673
115,Hybrid#4 (TopAP+greedy),274.3035302742835,5.48607060548567,15,186,1488,1.5664044747746275
116,Random,233.6109357745521,4.672218715491042,15,200,1600,1.2514871559351008
116,Gao matching,233.70101061612382,4.6740202123224766,15,200,1600,1.251969699729235
116,GC (Liu),233.67943642525316,4.673588728505063,15,200,1600,1.2518541237067136
116,Structured (Chen),233.68717396693685,4.673743479338737,15,200,1600,1.2518955748228762
116,Mussbah,248.73177491454948,4.97463549829099,7,164,631,1.9173527024606831
116,MJH weighted-count default,248.73177491454948,4.97463549829099,7,164,631,1.9173527024606831
116,MJH weighted-count strict,256.3415988062308,5.126831976124617,4,164,631,1.9760131466639927
116,MJH weighted-power,248.73177491454948,4.97463549829099,7,164,631,1.9173527024606831
116,MJH beam-resource matching,251.3595060174498,5.027190120348996,5,164,631,1.9376086079766421
116,TopAP (bisect),233.68717909968575,4.673743581993715,15,196,1568,1.2744256267934144
116,Hybrid#3 (TopAP N=8 adaptive),249.24409879554645,4.984881975910929,8,176,1408,1.493672186149899
116,Hybrid#4 (TopAP+greedy),233.6918831808456,4.673837663616911,15,190,1520,1.3098097142317364
117,Random,294.5341961425788,5.890683922851577,15,200,1600,1.5778617650495297
117,Gao matching,293.7919717302866,5.875839434605732,15,200,1600,1.5738855628408215
117,GC (Liu),293.83631540535265,5.876726308107053,15,200,1600,1.574123118242961
117,Structured (Chen),293.8049130397037,5.876098260794074,15,200,1600,1.5739548912841272
117,Mussbah,311.331575261981,6.22663150523962,7,158,703,2.4026823908263912
117,MJH weighted-count default,311.331575261981,6.22663150523962,7,158,703,2.4026823908263912
117,MJH weighted-count strict,320.9169182783357,6.418338365566714,3,158,703,2.4766566893087933
117,MJH weighted-power,311.331575261981,6.22663150523962,7,158,703,2.4026823908263912
117,MJH beam-resource matching,317.6830082518862,6.353660165037724,4,158,703,2.451699186467879
117,TopAP (bisect),293.8022449894715,5.87604489978943,15,196,1568,1.6022663787827933
117,Hybrid#3 (TopAP N=8 adaptive),311.35179166476854,6.227035833295371,7,174,1392,1.884505951769002
117,Hybrid#4 (TopAP+greedy),293.82141675208135,5.876428335041627,15,189,1512,1.654477500363651
118,Random,244.15930849498392,4.883186169899679,15,200,1600,1.3079962955088427
118,Gao matching,245.85580761423017,4.917116152284604,15,200,1600,1.317084683647662
118,GC (Liu),246.04020698843496,4.920804139768699,15,200,1600,1.3180725374380446
118,Structured (Chen),246.01956222565698,4.92039124451314,15,200,1600,1.3179619404945913
118,Mussbah,259.23655628925286,5.184731125785057,7,167,669,1.9526461425053885
118,MJH weighted-count default,259.23655628925286,5.184731125785057,7,167,669,1.9526461425053885
118,MJH weighted-count strict,264.4952288785385,5.28990457757077,4,167,669,1.9922560142501364
118,MJH weighted-power,259.23655628925286,5.184731125785057,7,167,669,1.9526461425053885
118,MJH beam-resource matching,264.1451977969059,5.282903955938118,4,167,669,1.989619476984365
118,TopAP (bisect),246.00448609487708,4.920089721897542,15,198,1584,1.329634192027081
118,Hybrid#3 (TopAP N=8 adaptive),258.1450883064829,5.162901766129657,8,178,1424,1.5318668082671323
118,Hybrid#4 (TopAP+greedy),246.01577684725163,4.920315536945033,15,185,1480,1.411517725157552
119,Random,251.67657218200017,5.033531443640004,15,200,1600,1.3482673509750012
119,Gao matching,252.18022837292114,5.043604567458423,15,200,1600,1.3509655091406492
119,GC (Liu),252.76792060298047,5.05535841205961,14,200,1600,1.35411386037311
119,Structured (Chen),252.15368393929268,5.043073678785854,15,200,1600,1.3508233068176396
119,Mussbah,266.42747047769967,5.328549409553993,7,173,697,1.9459807696765534
119,MJH weighted-count default,266.42747047769967,5.328549409553993,7,173,697,1.9459807696765534
119,MJH weighted-count strict,269.9038236204452,5.3980764724089045,4,173,697,1.9713719815972242
119,MJH weighted-power,266.42747047769967,5.328549409553993,7,173,697,1.9459807696765534
119,MJH beam-resource matching,269.6901972431071,5.3938039448621415,4,173,697,1.9698116589268542
119,TopAP (bisect),252.09765958416602,5.04195319168332,15,199,1592,1.3565185036590255
119,Hybrid#3 (TopAP N=8 adaptive),266.41842126347024,5.328368425269405,7,177,1416,1.5887397779464512
119,Hybrid#4 (TopAP+greedy),252.13285557563236,5.042657111512647,15,190,1520,1.4131687374626758
120,Random,287.4141537105214,5.748283074210429,15,200,1600,1.5397186805920793
120,Gao matching,287.04135976669875,5.740827195333975,15,200,1600,1.5377215701787437
120,GC (Liu),287.1207943219665,5.74241588643933,15,200,1600,1.5381471124391066
120,Structured (Chen),287.12302925781614,5.742460585156323,15,200,1600,1.5381590853097296
120,Mussbah,303.74121121778046,6.074824224355609,7,152,632,2.455334214414048
120,MJH weighted-count default,303.74121121778046,6.074824224355609,7,152,632,2.455334214414048
120,MJH weighted-count strict,309.5792545690873,6.1915850913817465,3,152,632,2.502526847669923
120,MJH weighted-power,303.74121121778046,6.074824224355609,7,152,632,2.455334214414048
120,MJH beam-resource matching,310.0481801770442,6.200963603540884,4,152,632,2.506317472868971
120,TopAP (bisect),287.12852112938504,5.742570422587701,15,197,1576,1.5588572834242507
120,Hybrid#3 (TopAP N=8 adaptive),300.1974189916316,6.003948379832632,10,168,1344,1.8731120153388
120,Hybrid#4 (TopAP+greedy),287.1209667231359,5.742419334462718,15,176,1408,1.7206610071302593
121,Random,281.6029964909699,5.632059929819397,15,200,1600,1.5085874812016247
121,Gao matching,282.1207321363086,5.642414642726172,15,200,1600,1.5113610650159393
121,GC (Liu),281.89446032439565,5.637889206487913,15,200,1600,1.510148894594977
121,Structured (Chen),281.8793034486671,5.6375860689733415,15,200,1600,1.510067697046431
121,Mussbah,301.3187813412967,6.026375626825934,6,173,715,2.189312885900508
121,MJH weighted-count default,301.3187813412967,6.026375626825934,6,173,715,2.189312885900508
121,MJH weighted-count strict,310.2815503225348,6.205631006450696,3,173,715,2.2544343016205204
121,MJH weighted-power,301.3187813412967,6.026375626825934,6,173,715,2.189312885900508
121,MJH beam-resource matching,310.67773633234543,6.213554726646908,3,173,715,2.2573128979450865
121,TopAP (bisect),281.87938790330315,5.637587758066063,15,195,1560,1.5441920359916177
121,Hybrid#3 (TopAP N=8 adaptive),302.0835217198472,6.041670434396945,7,180,1440,1.7752214792547343
121,Hybrid#4 (TopAP+greedy),281.8862511457491,5.637725022914982,15,186,1488,1.6097054410150327
122,Random,277.5224073703539,5.550448147407078,15,200,1600,1.4867271823411818
122,Gao matching,276.3699487084894,5.527398974169788,15,200,1600,1.480553296652622
122,GC (Liu),276.6717659883067,5.5334353197661335,15,200,1600,1.4821701749373575
122,Structured (Chen),276.6917996270116,5.533835992540232,15,200,1600,1.4822774980018483
122,Mussbah,294.93593206695067,5.898718641339014,7,158,636,2.324221272428622
122,MJH weighted-count default,294.93593206695067,5.898718641339014,7,158,636,2.324221272428622
122,MJH weighted-count strict,299.78753357642995,5.995750671528599,3,158,636,2.3624539670842153
122,MJH weighted-power,294.93593206695067,5.898718641339014,7,158,636,2.324221272428622
122,MJH beam-resource matching,298.1181532947831,5.962363065895662,5,158,636,2.3492985365634755
122,TopAP (bisect),276.63258910126495,5.532651782025299,15,191,1528,1.543349792744981
122,Hybrid#3 (TopAP N=8 adaptive),289.95599243367303,5.7991198486734605,8,170,1360,1.790772984664991
122,Hybrid#4 (TopAP+greedy),276.66937441209296,5.53338748824186,15,177,1416,1.6498695487477595
123,Random,271.83338959750455,5.436667791950091,15,200,1600,1.4562503014152033
123,Gao matching,271.9923020247409,5.439846040494818,15,200,1600,1.4571016179896839
123,GC (Liu),271.8433637909586,5.436867275819172,15,200,1600,1.4563037345944214
123,Structured (Chen),271.876344005447,5.43752688010894,15,200,1600,1.4564804143148948
123,Mussbah,284.73604802589335,5.694720960517867,7,170,694,2.1048422839062666
123,MJH weighted-count default,284.73604802589335,5.694720960517867,7,170,694,2.1048422839062666
123,MJH weighted-count strict,294.22104806117017,5.8844209612234035,3,170,694,2.174957849797971
123,MJH weighted-power,284.73604802589335,5.694720960517867,7,170,694,2.1048422839062666
123,MJH beam-resource matching,292.06893814599005,5.841378762919801,4,170,694,2.159048898400735
123,TopAP (bisect),271.8507215563778,5.4370144311275554,15,198,1584,1.4693309876031593
123,Hybrid#3 (TopAP N=8 adaptive),284.67457150393636,5.693491430078727,7,177,1416,1.6976071450813681
123,Hybrid#4 (TopAP+greedy),271.8201297974649,5.436402595949298,15,188,1504,1.5377340927633316
124,Random,291.39828571432093,5.827965714286418,15,200,1600,1.5610622448981482
124,Gao matching,291.38657701208916,5.827731540241783,15,200,1600,1.5609995197076207
124,GC (Liu),291.4798588618336,5.829597177236671,15,200,1600,1.5614992439026802
124,Structured (Chen),291.45773110148656,5.829154622029731,15,200,1600,1.5613807023293926
124,Mussbah,310.00505102602165,6.2001010205204325,7,165,661,2.3586785353049495
124,MJH weighted-count default,310.00505102602165,6.2001010205204325,7,165,661,2.3586785353049495
124,MJH weighted-count strict,318.12310390316276,6.362462078063255,3,165,661,2.4204448742933296
124,MJH weighted-power,310.00505102602165,6.2001010205204325,7,165,661,2.3586785353049495
124,MJH beam-resource matching,317.43249031062027,6.348649806212405,4,165,661,2.4151903294027592
124,TopAP (bisect),291.3616975105937,5.827233950211873,15,196,1568,1.5889567215629543
124,Hybrid#3 (TopAP N=8 adaptive),307.6444096568999,6.152888193137998,8,175,1400,1.8528145123627597
124,Hybrid#4 (TopAP+greedy),291.4914585846533,5.829829171693066,15,186,1488,1.6645557737774055
125,Random,270.83307479552644,5.416661495910529,15,200,1600,1.450891472118892
125,Gao matching,270.5125797760685,5.41025159552137,15,200,1600,1.449174534514653
125,GC (Liu),270.71400185960067,5.414280037192014,15,200,1600,1.4502535813907182
125,Structured (Chen),270.766600896735,5.415332017934699,15,200,1600,1.4505353619467949
125,Mussbah,288.6700504680544,5.773401009361088,6,167,649,2.1875295891588804
125,MJH weighted-count default,288.6700504680544,5.773401009361088,6,167,649,2.1875295891588804
125,MJH weighted-count strict,296.1089890392341,5.922179780784681,2,167,649,2.243901555041748
125,MJH weighted-power,288.6700504680544,5.773401009361088,6,167,649,2.1875295891588804
125,MJH beam-resource matching,291.70655549501083,5.834131109900216,4,167,649,2.2105400974652554
125,TopAP (bisect),270.7401372489314,5.414802744978627,15,194,1552,1.4899026171637058
125,Hybrid#3 (TopAP N=8 adaptive),283.6116701710576,5.672233403421152,9,172,1376,1.7339209507095434
125,Hybrid#4 (TopAP+greedy),270.7567151080988,5.4151343021619756,15,183,1464,1.5683161564402115
126,Random,275.83932262701575,5.516786452540315,15,200,1600,1.477710656930442
126,Gao matching,275.71044388882785,5.514208877776557,15,200,1600,1.477020235118721
126,GC (Liu),275.8531843455159,5.517063686910318,15,200,1600,1.4777849161366927
126,Structured (Chen),275.87065685419043,5.517413137083809,15,200,1600,1.4778785188617347
126,Mussbah,290.47684803123707,5.809536960624741,6,169,657,2.1792573781649547
126,MJH weighted-count default,290.47684803123707,5.809536960624741,6,169,657,2.1792573781649547
126,MJH weighted-count strict,296.46573562981615,5.929314712596323,3,169,657,2.2241880759973705
126,MJH weighted-power,290.47684803123707,5.809536960624741,6,169,657,2.1792573781649547
126,MJH beam-resource matching,291.20076875077626,5.8240153750155255,5,169,657,2.184688480781066
126,TopAP (bisect),275.85675614800573,5.517135122960115,15,199,1592,1.4843644113609566
126,Hybrid#3 (TopAP N=8 adaptive),287.4988431203715,5.749976862407429,7,176,1408,1.7229255480645516
126,Hybrid#4 (TopAP+greedy),275.86338793287234,5.517267758657447,15,188,1504,1.5606075123488914
127,Random,271.3438333655765,5.42687666731153,15,200,1600,1.45362767874416
127,Gao matching,273.4573064962182,5.469146129924365,15,200,1600,1.4649498562297407
127,GC (Liu),273.51116659002975,5.470223331800595,15,200,1600,1.4652383924465882
127,Structured (Chen),273.5058946903586,5.470117893807172,15,200,1600,1.4652101501269215
127,Mussbah,290.62542211286063,5.812508442257212,7,153,584,2.3764940820131706
127,MJH weighted-count default,290.62542211286063,5.812508442257212,7,153,584,2.3764940820131706
127,MJH weighted-count strict,295.873507102728,5.91747014205456,3,153,584,2.4194085759677932
127,MJH weighted-power,290.62542211286063,5.812508442257212,7,153,584,2.3764940820131706
127,MJH beam-resource matching,296.0434607657394,5.920869215314788,4,153,584,2.4207983163126903
127,TopAP (bisect),274.6463075875326,5.492926151750652,14,195,1560,1.5045677658298982
127,Hybrid#3 (TopAP N=8 adaptive),284.01134901555963,5.680226980311192,9,170,1360,1.7540587690101475
127,Hybrid#4 (TopAP+greedy),273.5138923157378,5.470277846314755,15,183,1464,1.584286676540452
128,Random,298.6090536639167,5.9721810732783345,14,200,1600,1.59969135891384
128,Gao matching,296.9691848280074,5.9393836965601485,15,200,1600,1.5909063472928973
128,GC (Liu),296.9500026317993,5.939000052635986,15,200,1600,1.5908035855274965
128,Structured (Chen),296.9221106297513,5.938442212595025,15,200,1600,1.5906541640879537
128,Mussbah,315.6488114755253,6.312976229510506,6,167,704,2.3527496289963006
128,MJH weighted-count default,315.6488114755253,6.312976229510506,6,167,704,2.3527496289963006
128,MJH weighted-count strict,324.5893514515167,6.491787029030333,3,167,704,2.4193896775148147
128,MJH weighted-power,315.6488114755253,6.312976229510506,6,167,704,2.3527496289963006
128,MJH beam-resource matching,321.248353937169,6.4249670787433795,4,167,704,2.394486904633731
128,TopAP (bisect),296.9955308868129,5.939910617736258,15,198,1584,1.605236632124023
128,Hybrid#3 (TopAP N=8 adaptive),315.29213822260795,6.305842764452159,7,180,1440,1.8528431237371676
128,Hybrid#4 (TopAP+greedy),296.9416399803899,5.938832799607797,15,186,1488,1.6956789187040444
129,Random,289.829468991769,5.796589379835379,15,200,1600,1.5526578695987627
129,Gao matching,289.7353682028979,5.794707364057959,15,200,1600,1.5521537582298106
129,GC (Liu),289.9271380970671,5.798542761941341,15,200,1600,1.553181096948574
129,Structured (Chen),289.9257818378719,5.798515636757438,15,200,1600,1.5531738312743142
129,Mussbah,310.7386065265005,6.214772130530011,6,173,673,2.285654998907704
129,MJH weighted-count default,310.7386065265005,6.214772130530011,6,173,673,2.285654998907704
129,MJH weighted-count strict,317.88022431446734,6.357604486289347,3,173,673,2.3381855633580613
129,MJH weighted-power,310.7386065265005,6.214772130530011,6,173,673,2.285654998907704
129,MJH beam-resource matching,315.36871773722254,6.307374354744451,4,173,673,2.3197120378851985
129,TopAP (bisect),294.17682994216204,5.883536598843241,14,195,1560,1.6115598992494615
129,Hybrid#3 (TopAP N=8 adaptive),310.25970188616697,6.20519403772334,7,180,1440,1.8232695507512264
129,Hybrid#4 (TopAP+greedy),289.93802409576887,5.7987604819153775,15,188,1504,1.6402301947714628
130,Random,267.780174714553,5.355603494291061,15,200,1600,1.4345366502565344
130,Gao matching,267.70683020808116,5.354136604161623,15,200,1600,1.434143733257578
130,GC (Liu),267.66030282220447,5.3532060564440895,15,200,1600,1.433894479404667
130,Structured (Chen),267.6589202954868,5.353178405909736,15,200,1600,1.4338870730115365
130,Mussbah,284.12275115986114,5.682455023197223,7,170,646,2.1305477878360874
130,MJH weighted-count default,284.12275115986114,5.682455023197223,7,170,646,2.1305477878360874
130,MJH weighted-count strict,290.4157720898757,5.8083154417975145,3,170,646,2.1777371866664015
130,MJH weighted-power,284.12275115986114,5.682455023197223,7,170,646,2.1305477878360874
130,MJH beam-resource matching,287.2991070233644,5.745982140467288,4,170,646,2.1543662885747326
