setup,scheme,sum_se,mean_se,tau_p_actual,n_active_ap,n_active_rf,ee_bps_per_hz_per_watt
52,Gao matching,286.32020790128223,5.726404158025645,15,200,1600,1.5338582566140122
52,GC (Liu),286.3695103870485,5.72739020774097,15,200,1600,1.5341223770734742
52,Structured (Chen),286.35707531626286,5.727141506325257,15,200,1600,1.534055760622837
52,Mussbah,307.8406411636702,6.1568128232734045,6,156,626,2.4531741047946944
52,MJH weighted-count default,307.8406411636702,6.1568128232734045,6,156,626,2.4531741047946944
52,MJH weighted-count strict,313.8120061230423,6.2762401224608455,3,156,626,2.5007597576611778
52,MJH weighted-power,307.8406411636702,6.1568128232734045,6,156,626,2.4531741047946944
52,MJH beam-resource matching,313.56245626397873,6.271249125279574,4,156,626,2.4987711012908043
52,TopAP (bisect),286.3447342654193,5.726894685308386,15,197,1576,1.554602004788957
52,Hybrid#3 (TopAP N=8 adaptive),304.36408778793725,6.087281755758745,8,176,1408,1.8239957318494044
52,Hybrid#4 (TopAP+greedy),286.37264621824534,5.727452924364907,15,184,1472,1.6508799743557574
53,Random,280.35794067267494,5.607158813453498,15,200,1600,1.5019175393179018
53,Gao matching,275.52488757343076,5.510497751468615,15,200,1600,1.4760261834290938
53,GC (Liu),275.48320003108313,5.509664000621663,15,200,1600,1.4758028573093742
53,Structured (Chen),275.4991471057021,5.509982942114042,15,200,1600,1.4758882880662616
53,Mussbah,297.5150444032275,5.950300888064549,7,159,660,2.317787328017665
53,MJH weighted-count default,297.5150444032275,5.950300888064549,7,159,660,2.317787328017665
53,MJH weighted-count strict,304.18762954248325,6.083752590849665,3,159,660,2.3697700212354413
53,MJH weighted-power,297.5150444032275,5.950300888064549,7,159,660,2.317787328017665
53,MJH beam-resource matching,303.7584271251582,6.075168542503165,4,159,660,2.366426325033369
53,TopAP (bisect),275.2395258842165,5.50479051768433,15,198,1584,1.4876471987256097
53,Hybrid#3 (TopAP N=8 adaptive),297.56198932220155,5.951239786444031,7,174,1392,1.801040992568556
53,Hybrid#4 (TopAP+greedy),275.4893042468183,5.509786084936366,15,184,1472,1.5881397247126345
54,Random,249.04364598131218,4.980872919626243,15,200,1600,1.3341623891856011
54,Gao matching,249.25487561581244,4.985097512316249,15,200,1600,1.3352939765132812
54,GC (Liu),249.20238640271504,4.984047728054301,15,200,1600,1.3350127843002595
54,Structured (Chen),249.2293343287892,4.984586686575784,15,200,1600,1.3351571481899425
54,Mussbah,259.9762347197029,5.199524694394058,8,162,640,2.014122625207522
54,MJH weighted-count default,259.9762347197029,5.199524694394058,8,162,640,2.014122625207522
54,MJH weighted-count strict,267.20234426970995,5.344046885394199,3,162,640,2.0701057067095263
54,MJH weighted-power,259.9762347197029,5.199524694394058,8,162,640,2.014122625207522
54,MJH beam-resource matching,263.60305797446983,5.272061159489397,5,162,640,2.0422208349647746
54,TopAP (bisect),249.256837053212,4.98513674106424,15,196,1568,1.3593355956364954
54,Hybrid#3 (TopAP N=8 adaptive),259.9567907205797,5.199135814411594,8,172,1376,1.5893017570037482
54,Hybrid#4 (TopAP+greedy),249.23904321877706,4.984780864375541,15,184,1472,1.4368123167877234
55,Random,262.9301833036351,5.258603666072702,14,200,1600,1.4085545534123312
55,Gao matching,261.6059238957993,5.232118477915987,15,200,1600,1.4014603065846396
55,GC (Liu),261.6803764123439,5.2336075282468775,15,200,1600,1.4018591593518426
55,Structured (Chen),261.70455295954974,5.234091059190995,15,200,1600,1.4019886765690168
55,Mussbah,277.76345433053524,5.555269086610704,7,170,693,2.053906393708821
55,MJH weighted-count default,277.76345433053524,5.555269086610704,7,170,693,2.053906393708821
55,MJH weighted-count strict,284.1104409363361,5.682208818726722,3,170,693,2.100838832685929
55,MJH weighted-power,277.76345433053524,5.555269086610704,7,170,693,2.053906393708821
55,MJH beam-resource matching,282.5858236843499,5.6517164736869985,4,170,693,2.089565135325848
55,TopAP (bisect),261.70162223927736,5.234032444785547,15,196,1568,1.4272039024138015
55,Hybrid#3 (TopAP N=8 adaptive),274.5855555051302,5.491711110102603,8,171,1368,1.6872480239958842
55,Hybrid#4 (TopAP+greedy),261.71908004802754,5.234381600960551,15,183,1464,1.5159670611460787
56,Random,251.29926072045524,5.025985214409105,15,200,1600,1.3462460395738676
56,Gao matching,251.3790100554358,5.027580201108716,15,200,1600,1.3466732681541207
56,GC (Liu),251.09082303418717,5.021816460683743,15,200,1600,1.3451294091117172
56,Structured (Chen),251.0852691865036,5.0217053837300725,15,200,1600,1.3450996563562696
56,Mussbah,266.5415589278938,5.330831178557876,6,176,689,1.9299688086109321
56,MJH weighted-count default,266.5415589278938,5.330831178557876,6,176,689,1.9299688086109321
56,MJH weighted-count strict,276.48992717252764,5.5297985434505526,2,176,689,2.002002755159256
56,MJH weighted-power,266.5415589278938,5.330831178557876,6,176,689,1.9299688086109321
56,MJH beam-resource matching,272.30352518699783,5.446070503739957,5,176,689,1.9716899390833018
56,TopAP (bisect),251.0670051011945,5.02134010202389,15,197,1576,1.3630747234376936
56,Hybrid#3 (TopAP N=8 adaptive),266.59418492176707,5.331883698435341,7,175,1400,1.6055860572452723
56,Hybrid#4 (TopAP+greedy),251.05679538672047,5.0211359077344095,15,192,1536,1.3942435878566486
57,Random,271.35808322900806,5.4271616645801615,15,200,1600,1.4537040172982578
57,Gao matching,272.2106984338274,5.444213968676548,15,200,1600,1.4582715987526471
57,GC (Liu),272.2136193558593,5.444272387117186,15,200,1600,1.4582872465492465
57,Structured (Chen),272.22388513849666,5.444477702769933,15,200,1600,1.4583422418133751
57,Mussbah,290.61267243551555,5.812253448710311,6,168,642,2.198502161858349
57,MJH weighted-count default,290.61267243551555,5.812253448710311,6,168,642,2.198502161858349
57,MJH weighted-count strict,297.03685008103287,5.940737001620658,3,168,642,2.247101448061072
57,MJH weighted-power,290.61267243551555,5.812253448710311,6,168,642,2.198502161858349
57,MJH beam-resource matching,295.2794728891265,5.90558945778253,4,168,642,2.233806785019618
57,TopAP (bisect),272.1983492792824,5.443966985585648,15,198,1584,1.4712098871053914
57,Hybrid#3 (TopAP N=8 adaptive),286.33214312967954,5.72664286259359,8,174,1392,1.733070572761099
57,Hybrid#4 (TopAP+greedy),272.23661165838996,5.444732233167799,15,186,1488,1.5546013799850955
58,Random,256.1768149714795,5.123536299429589,15,200,1600,1.372375794490069
58,Gao matching,256.4303413778555,5.1286068275571095,15,200,1600,1.3737339716670833
58,GC (Liu),256.21186798015543,5.124237359603109,15,200,1600,1.3725635784651187
58,Structured (Chen),256.23922733714465,5.124784546742893,15,200,1600,1.3727101464489895
58,Mussbah,269.4540680906682,5.389081361813364,8,163,619,2.0929825989306874
58,MJH weighted-count default,269.4540680906682,5.389081361813364,8,163,619,2.0929825989306874
58,MJH weighted-count strict,278.293320256797,5.5658664051359406,3,163,619,2.161641428624225
58,MJH weighted-power,269.4540680906682,5.389081361813364,8,163,619,2.0929825989306874
58,MJH beam-resource matching,276.6813639824878,5.533627279649757,5,163,619,2.149120569480131
58,TopAP (bisect),256.238511809457,5.12477023618914,15,197,1576,1.3911514915230894
58,Hybrid#3 (TopAP N=8 adaptive),272.3594306484412,5.447188612968825,7,181,1448,1.5928228314154174
58,Hybrid#4 (TopAP+greedy),256.20670531304415,5.124134106260883,15,191,1528,1.4293925629999211
59,Random,273.18703482500683,5.463740696500136,15,200,1600,1.4635019722768225
59,Gao matching,273.34518943779057,5.466903788755811,15,200,1600,1.4643492291310212
59,GC (Liu),273.2866178423502,5.465732356847004,15,200,1600,1.4640354527268764
59,Structured (Chen),273.2809494363381,5.465618988726763,15,200,1600,1.4640050862660974
59,Mussbah,292.113127434763,5.84226254869526,6,156,640,2.317499820977122
59,MJH weighted-count default,292.113127434763,5.84226254869526,6,156,640,2.317499820977122
59,MJH weighted-count strict,299.2829972183377,5.985659944366754,2,156,640,2.3743824817660473
59,MJH weighted-power,292.113127434763,5.84226254869526,6,156,640,2.317499820977122
59,MJH beam-resource matching,292.6276492198531,5.852552984397062,5,156,640,2.321581815358225
59,TopAP (bisect),273.2870234374133,5.465740468748266,15,199,1592,1.4705368733460205
59,Hybrid#3 (TopAP N=8 adaptive),283.4348199574613,5.668696399149225,9,174,1392,1.715534066120012
59,Hybrid#4 (TopAP+greedy),273.27337032661745,5.465467406532349,15,185,1480,1.5679084121058617
60,Random,255.77260116246907,5.115452023249381,15,200,1600,1.3702103633703704
60,Gao matching,253.12650292851717,5.062530058570343,15,200,1600,1.3560348371170565
60,GC (Liu),253.07898322414678,5.061579664482935,15,200,1600,1.3557802672722152
60,Structured (Chen),253.09788661065988,5.061957732213198,15,200,1600,1.3558815354142497
60,Mussbah,268.71082987911234,5.3742165975822465,7,169,695,1.99323127236104
60,MJH weighted-count default,268.71082987911234,5.3742165975822465,7,169,695,1.99323127236104
60,MJH weighted-count strict,276.9461370683048,5.538922741366096,3,169,695,2.054318768664716
60,MJH weighted-power,268.71082987911234,5.3742165975822465,7,169,695,1.99323127236104
60,MJH beam-resource matching,272.9913864302478,5.459827728604957,5,169,695,2.024983394836608
60,TopAP (bisect),253.0865425030289,5.061730850060578,15,195,1560,1.386459032201026
60,Hybrid#3 (TopAP N=8 adaptive),267.23149891232913,5.344629978246583,8,170,1360,1.6504261384189143
60,Hybrid#4 (TopAP+greedy),253.10802648444925,5.062160529688985,15,183,1464,1.466088872816234
61,Random,250.83518170814833,5.016703634162966,15,200,1600,1.3437599020079378
61,Gao matching,250.94856216708217,5.018971243341643,15,200,1600,1.3443672973236547
61,GC (Liu),251.06036434406803,5.021207286881361,15,200,1600,1.3449662375575075
61,Structured (Chen),251.05524421576536,5.021104884315307,15,200,1600,1.3449388082987432
61,Mussbah,265.73263435853215,5.314652687170643,7,164,639,2.0433636722089417
61,MJH weighted-count default,265.73263435853215,5.314652687170643,7,164,639,2.0433636722089417
61,MJH weighted-count strict,270.2634196164261,5.405268392328522,3,164,639,2.078203359945862
61,MJH weighted-power,265.73263435853215,5.314652687170643,7,164,639,2.0433636722089417
61,MJH beam-resource matching,270.17512935395337,5.403502587079068,4,164,639,2.0775244477927415
61,TopAP (bisect),251.06458528667645,5.021291705733529,15,197,1576,1.3630615859567108
61,Hybrid#3 (TopAP N=8 adaptive),265.8878337168292,5.317756674336584,7,172,1376,1.6255624641338655
61,Hybrid#4 (TopAP+greedy),251.07666347523008,5.0215332695046015,15,185,1480,1.440554607555707
62,Random,252.9602011181656,5.059204022363312,15,200,1600,1.3551439345616016
62,Gao matching,252.83892727798295,5.056778545559659,15,200,1600,1.354494253274909
62,GC (Liu),252.99379221573943,5.059875844314789,15,200,1600,1.355323886870033
62,Structured (Chen),253.01039141386332,5.0602078282772665,15,200,1600,1.3554128111456967
62,Mussbah,269.12386531292333,5.382477306258466,7,158,607,2.1403769675744813
62,MJH weighted-count default,269.12386531292333,5.382477306258466,7,158,607,2.1403769675744813
62,MJH weighted-count strict,277.8034819549076,5.556069639098152,3,158,607,2.2094070832287662
62,MJH weighted-power,269.12386531292333,5.382477306258466,7,158,607,2.1403769675744813
62,MJH beam-resource matching,272.98343306270635,5.459668661254127,4,158,607,2.1710726099205195
62,TopAP (bisect),252.98768130775144,5.059753626155029,15,194,1552,1.392209564199311
62,Hybrid#3 (TopAP N=8 adaptive),269.08153162252415,5.3816306324504835,7,169,1352,1.670362826274011
62,Hybrid#4 (TopAP+greedy),253.02352426545355,5.060470485309071,15,183,1464,1.4655994068569018
63,Random,284.9079337829773,5.6981586756595455,15,200,1600,1.5262925024088072
63,Gao matching,285.14226617918314,5.702845323583663,15,200,1600,1.5275478545313386
63,GC (Liu),285.11141073082945,5.702228214616589,15,200,1600,1.5273825574865867
63,Structured (Chen),285.1029607705568,5.702059215411136,15,200,1600,1.527337289842269
63,Mussbah,302.9602903730549,6.0592058074610975,7,169,672,2.2627270084500273
63,MJH weighted-count default,302.9602903730549,6.0592058074610975,7,169,672,2.2627270084500273
63,MJH weighted-count strict,308.67093249213406,6.173418649842681,3,169,672,2.3053782223847694
63,MJH weighted-power,302.9602903730549,6.0592058074610975,7,169,672,2.2627270084500273
63,MJH beam-resource matching,307.09165842195637,6.141833168439128,4,169,672,2.293583059104672
63,TopAP (bisect),285.1058037050179,5.702116074100357,15,199,1592,1.5341328390925137
63,Hybrid#3 (TopAP N=8 adaptive),302.97649181527686,6.059529836305537,7,178,1424,1.7979022360712702
63,Hybrid#4 (TopAP+greedy),285.12000713753395,5.702400142750679,15,187,1496,1.6205371504051571
64,Random,232.37474092037138,4.647494818407427,15,200,1600,1.2448646835019899
64,Gao matching,232.15171874402185,4.643034374880437,15,200,1600,1.2436699218429745
64,GC (Liu),232.22963195949427,4.644592639189885,15,200,1600,1.2440873140687196
64,Structured (Chen),232.21656864556476,4.644331372911295,15,200,1600,1.2440173320298116
64,Mussbah,240.81833786690711,4.816366757338142,8,150,578,1.9978844987713873
64,MJH weighted-count default,240.81833786690711,4.816366757338142,8,150,578,1.9978844987713873
64,MJH weighted-count strict,250.31070896004135,5.0062141792008275,3,150,578,2.0766353996850864
64,MJH weighted-power,240.81833786690711,4.816366757338142,8,150,578,1.9978844987713873
64,MJH beam-resource matching,249.76869880906438,4.995373976181288,5,150,578,2.0721387584059987
64,TopAP (bisect),235.65485403795833,4.713097080759167,14,192,1536,1.3087089265343856
64,Hybrid#3 (TopAP N=8 adaptive),244.57715289772182,4.891543057954436,9,163,1304,1.5663798018747195
64,Hybrid#4 (TopAP+greedy),232.22213035205314,4.6444426070410625,15,180,1440,1.3646746151932607
65,Random,244.299378546753,4.88598757093506,15,200,1600,1.308746670786177
65,Gao matching,245.55450778449975,4.911090155689995,15,200,1600,1.3154705774169633
65,GC (Liu),245.9741679289948,4.919483358579896,15,200,1600,1.3177187567624724
65,Structured (Chen),245.9457945417455,4.91891589083491,15,200,1600,1.3175667564736369
65,Mussbah,253.52653917374,5.0705307834747995,9,160,619,1.9927154095609412
65,MJH weighted-count default,253.52653917374,5.0705307834747995,9,160,619,1.9927154095609412
65,MJH weighted-count strict,265.5661469851717,5.311322939703434,4,160,619,2.087346575548929
65,MJH weighted-power,253.52653917374,5.0705307834747995,9,160,619,1.9927154095609412
65,MJH beam-resource matching,264.2245234598758,5.284490469197516,5,160,619,2.0768014315123335
65,TopAP (bisect),245.92572789787963,4.918514557957592,15,194,1552,1.35334712224826
65,Hybrid#3 (TopAP N=8 adaptive),256.60178014495375,5.132035602899075,8,171,1368,1.5767429780016617
65,Hybrid#4 (TopAP+greedy),245.96286974352603,4.91925739487052,15,179,1432,1.4524651527593686
66,Random,286.8978903602343,5.737957807204687,15,200,1600,1.536952984072684
66,Gao matching,286.96190390871664,5.739238078174333,15,200,1600,1.5372959137966966
66,GC (Liu),286.99714585580267,5.739942917116053,15,200,1600,1.5374847099418003
66,Structured (Chen),286.9997811414524,5.739995622829047,15,200,1600,1.5374988275434953
66,Mussbah,307.9376711151574,6.158753422303148,6,176,682,2.234238689526633
66,MJH weighted-count default,307.9376711151574,6.158753422303148,6,176,682,2.234238689526633
66,MJH weighted-count strict,310.8175719413774,6.216351438827548,3,176,682,2.2551337811360463
66,MJH weighted-power,307.9376711151574,6.158753422303148,6,176,682,2.234238689526633
66,MJH beam-resource matching,310.45084845947014,6.209016969189403,4,176,682,2.2524730225849146
66,TopAP (bisect),286.9993523794419,5.739987047588838,15,199,1592,1.5443218817780833
66,Hybrid#3 (TopAP N=8 adaptive),303.2631407442393,6.065262814884786,7,180,1440,1.7821536184774107
66,Hybrid#4 (TopAP+greedy),286.96607139513566,5.739321427902713,15,189,1512,1.6158757715459755
67,Random,281.2711289510251,5.625422579020502,15,200,1600,1.5068096193804918
67,Gao matching,283.853705789901,5.67707411579802,15,200,1600,1.5206448524458986
67,GC (Liu),283.8834970833656,5.677669941667313,15,200,1600,1.5208044486608876
67,Structured (Chen),283.8629710929264,5.677259421858528,15,200,1600,1.5206944879978201
67,Mussbah,298.28986643028554,5.965797328605711,7,170,660,2.2274289963680314
67,MJH weighted-count default,298.28986643028554,5.965797328605711,7,170,660,2.2274289963680314
67,MJH weighted-count strict,304.5026430506357,6.090052861012714,4,170,660,2.2738218522760603
67,MJH weighted-power,298.28986643028554,5.965797328605711,7,170,660,2.2274289963680314
67,MJH beam-resource matching,303.8117945383917,6.076235890767834,5,170,660,2.2686630581584946
67,TopAP (bisect),283.8448280252358,5.676896560504717,15,199,1592,1.5273476240091612
67,Hybrid#3 (TopAP N=8 adaptive),298.3457285986741,5.966914571973482,7,173,1384,1.8148470336006945
67,Hybrid#4 (TopAP+greedy),283.85344968187286,5.677068993637457,15,186,1488,1.6209390864102382
68,Random,268.2291385604946,5.364582771209893,15,200,1600,1.4369418137169359
68,Gao matching,266.551474739759,5.33102949479518,15,200,1600,1.4279543289629948
68,GC (Liu),266.5360759182288,5.330721518364576,15,200,1600,1.4278718352762259
68,Structured (Chen),266.53530879485953,5.33070617589719,15,200,1600,1.4278677256867478
68,Mussbah,280.4481101818168,5.608962203636335,8,164,647,2.151225595871773
68,MJH weighted-count default,280.4481101818168,5.608962203636335,8,164,647,2.151225595871773
68,MJH weighted-count strict,289.25683337553374,5.785136667510675,3,164,647,2.2187944263017165
68,MJH weighted-power,280.4481101818168,5.608962203636335,8,164,647,2.151225595871773
68,MJH beam-resource matching,286.6965179405428,5.733930358810856,4,164,647,2.199155085199766
68,TopAP (bisect),270.20060660055753,5.40401213201115,14,197,1576,1.4669534810689457
68,Hybrid#3 (TopAP N=8 adaptive),280.51767036884974,5.610353407376994,8,178,1424,1.6646286442617926
68,Hybrid#4 (TopAP+greedy),266.51444827219285,5.330288965443857,15,187,1496,1.5147886985583834
69,Random,259.4501847014982,5.189003694029964,15,200,1600,1.3899117037580262
69,Gao matching,259.4537609139488,5.189075218278976,15,200,1600,1.3899308620390118
69,GC (Liu),259.6788976970788,5.193577953941576,15,200,1600,1.3911369519486367
69,Structured (Chen),259.68164678963296,5.193632935792659,15,200,1600,1.3911516792301768
69,Mussbah,277.0845969165066,5.541691938330132,7,161,640,2.155098429538701
69,MJH weighted-count default,277.0845969165066,5.541691938330132,7,161,640,2.155098429538701
69,MJH weighted-count strict,282.84937695960355,5.6569875391920705,4,161,640,2.19993552462002
69,MJH weighted-power,277.0845969165066,5.541691938330132,7,161,640,2.155098429538701
69,MJH beam-resource matching,282.28898880116606,5.645779776023321,5,161,640,2.195576958125814
69,TopAP (bisect),259.58201795142304,5.191640359028461,15,197,1576,1.4093038118884662
69,Hybrid#3 (TopAP N=8 adaptive),277.0178061773698,5.5403561235473955,7,170,1360,1.7108665332621915
69,Hybrid#4 (TopAP+greedy),259.70438205547873,5.194087641109575,15,180,1440,1.5261765840674562
70,Random,268.1701002159541,5.363402004319082,14,200,1600,1.436625536871183
70,Gao matching,265.40212190514296,5.308042438102859,15,200,1600,1.4217970816346948
70,GC (Liu),265.3906963955914,5.307813927911829,15,200,1600,1.4217358735478114
70,Structured (Chen),265.38854064041664,5.307770812808332,15,200,1600,1.4217243248593752
70,Mussbah,282.2668916240849,5.645337832481698,7,165,644,2.1588014808536657
70,MJH weighted-count default,282.2668916240849,5.645337832481698,7,165,644,2.1588014808536657
70,MJH weighted-count strict,290.5852598057854,5.8117051961157085,3,165,644,2.2224210766398294
70,MJH weighted-power,282.2668916240849,5.645337832481698,7,165,644,2.1588014808536657
70,MJH beam-resource matching,288.5996794993235,5.77199358998647,4,165,644,2.207235187564137
70,TopAP (bisect),265.4367719027713,5.308735438055425,15,197,1576,1.4410900162119422
70,Hybrid#3 (TopAP N=8 adaptive),279.212417637813,5.58424835275626,8,179,1432,1.6488110878666191
70,Hybrid#4 (TopAP+greedy),265.3580289558573,5.307160579117147,15,185,1480,1.522494070031216
71,Random,261.68570109229677,5.233714021845936,15,200,1600,1.4018876844230186
71,Gao matching,261.70551573969686,5.234110314793937,15,200,1600,1.4019938343198048
71,GC (Liu),261.7227164026298,5.234454328052596,15,200,1600,1.4020859807283743
71,Structured (Chen),261.7580875250784,5.235161750501568,15,200,1600,1.4022754688843488
71,Mussbah,279.7854417771173,5.595708835542346,6,168,644,2.1153133198874796
71,MJH weighted-count default,279.7854417771173,5.595708835542346,6,168,644,2.1153133198874796
71,MJH weighted-count strict,284.20545075898497,5.6841090151797,3,168,644,2.148730726504423
71,MJH weighted-power,279.7854417771173,5.595708835542346,6,168,644,2.1153133198874796
71,MJH beam-resource matching,281.5351179268364,5.630702358536728,4,168,644,2.128541718196848
71,TopAP (bisect),261.1413142381624,5.222826284763248,15,196,1568,1.424148232529517
71,Hybrid#3 (TopAP N=8 adaptive),272.72322156649204,5.454464431329841,8,178,1424,1.6183753628710833
71,Hybrid#4 (TopAP+greedy),261.7155866434659,5.234311732869318,15,186,1488,1.4945212904357053
72,Random,244.96422472076688,4.899284494415338,15,200,1600,1.3123083467183942
72,Gao matching,245.25750799059864,4.905150159811972,15,200,1600,1.313879507092493
72,GC (Liu),245.22635963539852,4.90452719270797,15,200,1600,1.313712640903921
72,Structured (Chen),245.2694069375193,4.905388138750386,15,200,1600,1.3139432514509966
72,Mussbah,261.0550331838526,5.221100663677052,6,174,653,1.9243804200593604
72,MJH weighted-count default,261.0550331838526,5.221100663677052,6,174,653,1.9243804200593604
72,MJH weighted-count strict,265.7214376622839,5.314428753245678,3,174,653,1.958779057392073
72,MJH weighted-power,261.0550331838526,5.221100663677052,6,174,653,1.9243804200593604
72,MJH beam-resource matching,265.7830072804356,5.315660145608712,4,174,653,1.9592329209556156
72,TopAP (bisect),247.6069726216101,4.952139452432203,14,197,1576,1.3442897667553373
72,Hybrid#3 (TopAP N=8 adaptive),255.2057971353915,5.10411594270783,9,177,1416,1.5218752500246973
72,Hybrid#4 (TopAP+greedy),245.2357974612432,4.904715949224864,15,183,1464,1.4204902107133848
73,Random,251.68275761674565,5.033655152334913,15,200,1600,1.3483004872325663
73,Gao matching,251.73552999776456,5.034710599955291,15,200,1600,1.3485831964165962
73,GC (Liu),251.65475804708782,5.033095160941756,15,200,1600,1.3481504895379708
73,Structured (Chen),251.67804613264843,5.033560922652969,15,200,1600,1.3482752471391883
73,Mussbah,266.8927208811099,5.337854417622197,7,170,679,1.9817294820764046
73,MJH weighted-count default,266.8927208811099,5.337854417622197,7,170,679,1.9817294820764046
73,MJH weighted-count strict,274.1632623247574,5.483265246495148,3,170,679,2.035714642413366
73,MJH weighted-power,266.8927208811099,5.337854417622197,7,170,679,1.9817294820764046
73,MJH beam-resource matching,273.3810287876771,5.467620575753542,5,170,679,2.0299064088385306
73,TopAP (bisect),251.64993559863254,5.032998711972651,15,199,1592,1.3541093346413124
73,Hybrid#3 (TopAP N=8 adaptive),266.98790571415907,5.339758114283182,7,181,1448,1.5614088740045369
73,Hybrid#4 (TopAP+greedy),251.6762393042574,5.033524786085148,15,191,1528,1.4041168216333113
74,Random,268.0237250757184,5.360474501514368,15,200,1600,1.435841384334206
74,Gao matching,268.56709361828723,5.371341872365744,15,200,1600,1.4387522872408247
74,GC (Liu),269.04383383054096,5.38087667661082,15,200,1600,1.4413062526636127
74,Structured (Chen),268.99036404947185,5.379807280989437,15,200,1600,1.4410198074078853
74,Mussbah,285.7508238261015,5.71501647652203,7,161,613,2.2413294240886454
74,MJH weighted-count default,285.7508238261015,5.71501647652203,7,161,613,2.2413294240886454
74,MJH weighted-count strict,293.0680765273744,5.861361530547487,3,161,613,2.298723392593302
74,MJH weighted-power,285.7508238261015,5.71501647652203,7,161,613,2.2413294240886454
74,MJH beam-resource matching,289.1463825684174,5.782927651368348,4,161,613,2.2679629981181835
74,TopAP (bisect),269.091547034603,5.38183094069206,15,194,1552,1.4808303056109495
74,Hybrid#3 (TopAP N=8 adaptive),285.1997105386357,5.703994210772715,8,174,1392,1.7262163454371175
74,Hybrid#4 (TopAP+greedy),269.1118321054998,5.382236642109996,15,181,1448,1.5738301014990974
75,Random,231.26037996640244,4.625207599328049,15,200,1600,1.2388948926771561
75,Gao matching,233.49115277595735,4.669823055519147,15,200,1600,1.2508454612997717
75,GC (Liu),233.50808842002476,4.6701617684004955,15,200,1600,1.2509361879644185
75,Structured (Chen),233.4982290419839,4.669964580839678,15,200,1600,1.2508833698677713
75,Mussbah,244.27824034392583,4.8855648068785165,8,162,632,1.8972084837853769
75,MJH weighted-count default,244.27824034392583,4.8855648068785165,8,162,632,1.8972084837853769
75,MJH weighted-count strict,247.47902470523582,4.949580494104716,4,162,632,1.922067657637682
75,MJH weighted-power,244.27824034392583,4.8855648068785165,8,162,632,1.8972084837853769
75,MJH beam-resource matching,248.3216149041971,4.966432298083942,5,162,632,1.9286117086819876
75,TopAP (bisect),233.52710855449715,4.670542171089943,15,196,1568,1.2735526734475395
75,Hybrid#3 (TopAP N=8 adaptive),242.1974941330919,4.843949882661838,9,166,1328,1.5269359722586442
75,Hybrid#4 (TopAP+greedy),233.50718523786512,4.670143704757303,15,179,1432,1.3789115805592156
76,Random,220.4318938617809,4.408637877235618,15,200,1600,1.1808851456881122
76,Gao matching,220.36919244068562,4.407383848813712,15,200,1600,1.180549245217959
76,GC (Liu),220.3532885852189,4.407065771704378,15,200,1600,1.1804640459922444
76,Structured (Chen),220.3566665897489,4.407133331794978,15,200,1600,1.1804821424450835
76,Mussbah,234.9259500661466,4.698519001322932,6,169,636,1.773673038462936
76,MJH weighted-count default,234.9259500661466,4.698519001322932,6,169,636,1.773673038462936
76,MJH weighted-count strict,237.5734243177683,4.751468486355367,4,169,636,1.7936612675147035
76,MJH weighted-power,234.9259500661466,4.698519001322932,6,169,636,1.773673038462936
76,MJH beam-resource matching,237.33316461523248,4.74666329230465,4,169,636,1.7918473250511444
76,TopAP (bisect),220.32973803528287,4.406594760705658,15,197,1576,1.196198188672757
76,Hybrid#3 (TopAP N=8 adaptive),233.0758320609777,4.661516641219554,8,173,1384,1.4178080725562594
76,Hybrid#4 (TopAP+greedy),220.36884742031157,4.407376948406231,15,181,1448,1.2887695155922507
77,Random,269.135404234891,5.3827080846978195,15,200,1600,1.441796808401202
77,Gao matching,267.87864434448505,5.3575728868897015,15,200,1600,1.4350641661311703
77,GC (Liu),267.98435497183465,5.359687099436693,15,200,1600,1.4356304730634002
77,Structured (Chen),267.9412925033389,5.358825850066778,15,200,1600,1.4353997812678874
77,Mussbah,285.21300893007253,5.704260178601451,6,173,679,2.0942030882707403
77,MJH weighted-count default,285.21300893007253,5.704260178601451,6,173,679,2.0942030882707403
77,MJH weighted-count strict,290.53741826204487,5.810748365240897,3,173,679,2.1332980598081988
77,MJH weighted-power,285.21300893007253,5.704260178601451,6,173,679,2.0942030882707403
77,MJH beam-resource matching,284.95649690408317,5.699129938081663,6,173,679,2.092319624823471
77,TopAP (bisect),267.97384649380894,5.359476929876179,15,194,1552,1.4746795184470822
77,Hybrid#3 (TopAP N=8 adaptive),282.0229839776116,5.640459679552232,8,179,1432,1.6654081037996848
77,Hybrid#4 (TopAP+greedy),267.9630026968444,5.359260053936888,15,188,1504,1.5159136490487144
78,Random,258.7423160183233,5.174846320366466,15,200,1600,1.386119550098161
78,Gao matching,258.8743332148946,5.177486664297891,15,200,1600,1.3868267850797926
78,GC (Liu),258.9058201090759,5.178116402181518,15,200,1600,1.3869954648700495
78,Structured (Chen),258.90501828526374,5.178100365705275,15,200,1600,1.3869911693853416
78,Mussbah,275.0832236588131,5.501664473176262,6,164,667,2.0972037381866317
78,MJH weighted-count default,275.0832236588131,5.501664473176262,6,164,667,2.0972037381866317
78,MJH weighted-count strict,282.3889253689354,5.647778507378709,3,164,667,2.152901591122761
78,MJH weighted-power,275.0832236588131,5.501664473176262,6,164,667,2.0972037381866317
78,MJH beam-resource matching,280.1568944683535,5.603137889367071,4,164,667,2.1358848371157837
78,TopAP (bisect),258.9373580803641,5.178747161607282,15,197,1576,1.405803871404049
