K,setup,scheme,sum_se,mean_se,tau_p_actual,ee_bps_per_hz_per_watt
50,13,MJH weighted-count strict,307.9981409431525,6.15996281886305,3,2.2876245273191
50,13,MJH beam-resource matching,304.7947525227994,6.095895050455988,4,2.263831689159462
50,14,Random,275.8499979738021,5.516999959476042,15,1.4777678462882258
50,14,Gao matching,275.81849176793037,5.516369835358607,15,1.4775990630424845
50,14,Mussbah,293.6971095172277,5.873942190344554,6,2.160066998165441
50,14,Hybrid#3 (TopAP N=8 adaptive),292.988018865041,5.85976037730082,7,1.7386293276532945
50,14,MJH weighted-count strict,303.29324584850855,6.065864916970171,2,2.230644122445516
50,14,MJH beam-resource matching,299.20859038137684,5.984171807627536,4,2.200602527933637
50,15,Random,267.46635063939874,5.349327012787975,15,1.432855449853922
50,15,Gao matching,267.8102034399917,5.356204068799834,15,1.4346975184285273
50,15,Mussbah,276.66262012429735,5.533252402485947,7,2.0644666767144457
50,15,Hybrid#3 (TopAP N=8 adaptive),277.9753547010819,5.5595070940216385,8,1.7255725293119775
50,15,MJH weighted-count strict,287.1997099283924,5.743994198567848,3,2.1430948295177714
50,15,MJH beam-resource matching,280.00844865581354,5.600168973116271,5,2.0894333726353196
50,16,Random,272.0441642195659,5.440883284391318,15,1.4573794511762463
50,16,Gao matching,270.26601423050073,5.405320284610014,15,1.447853647663397
50,16,Mussbah,285.00800699902277,5.700160139980455,8,2.2234693494833335
50,16,Hybrid#3 (TopAP N=8 adaptive),284.9107386162911,5.698214772325822,8,1.7158990531470482
50,16,MJH weighted-count strict,290.2918957732255,5.805837915464511,3,2.264691225525431
50,16,MJH beam-resource matching,291.46607824744655,5.8293215649489305,4,2.2738515251591878
50,17,Random,267.7485278101121,5.354970556202241,15,1.434367113268458
50,17,Gao matching,266.5182019322096,5.330364038644192,15,1.4277760817796945
50,17,Mussbah,288.3088949794058,5.766177899588116,6,2.2005512910271405
50,17,Hybrid#3 (TopAP N=8 adaptive),280.170334216042,5.6034066843208405,8,1.6707469117887517
50,17,MJH weighted-count strict,287.8964631808723,5.757929263617445,4,2.197403357187678
50,17,MJH beam-resource matching,287.8010997140672,5.756021994281344,4,2.1966754843969007
50,18,Random,244.4471856379054,4.888943712758108,15,1.3095384944887791
50,18,Gao matching,244.53765423581225,4.890753084716245,15,1.3100231476918516
50,18,Mussbah,259.3557755379085,5.18711551075817,8,2.0896128014333977
50,18,Hybrid#3 (TopAP N=8 adaptive),259.3630018643261,5.1872600372865225,8,1.5856715011065388
50,18,MJH weighted-count strict,263.80383389675166,5.276076677935033,3,2.1254505215261315
50,18,MJH beam-resource matching,263.0362132512233,5.260724265024465,5,2.1192658513593927
50,19,Random,272.3193472130084,5.446386944260168,15,1.458853645783974
50,19,Gao matching,271.36082541402925,5.427216508280585,15,1.453718707575157
50,19,Mussbah,288.99350524237354,5.779870104847471,7,2.1051136124685765
50,19,Hybrid#3 (TopAP N=8 adaptive),289.0350420765466,5.7807008415309316,7,1.7236100506477958
50,19,MJH weighted-count strict,298.9800398969665,5.97960079793933,2,2.1778584654199995
50,19,MJH beam-resource matching,292.2707069457543,5.8454141389150855,4,2.128985712676524
50,20,Random,284.15546114847615,5.683109222969523,15,1.522261399009694
50,20,Gao matching,284.2744874861645,5.68548974972329,15,1.522899040104453
50,20,Mussbah,298.56649744638315,5.9713299489276634,8,2.2387729915871617
50,20,Hybrid#3 (TopAP N=8 adaptive),298.6325309000815,5.97265061800163,8,1.7985397093104032
50,20,MJH weighted-count strict,311.58951828663464,6.231790365732693,3,2.3364248968591776
50,20,MJH beam-resource matching,310.1579385495322,6.203158770990644,4,2.3256903299263825
50,21,Random,241.59085662387162,4.831817132477433,15,1.2942367319135981
50,21,Gao matching,241.98366162228598,4.83967323244572,15,1.2963410444051038
50,21,Mussbah,261.8003021794946,5.236006043589892,7,2.020583757495457
50,21,Hybrid#3 (TopAP N=8 adaptive),257.8807266410433,5.157614532820865,8,1.5846017306019355
50,21,MJH weighted-count strict,264.67015722655174,5.293403144531035,3,2.042733397683703
50,21,MJH beam-resource matching,264.5471777372448,5.290943554744896,4,2.041784237745651
50,22,Random,271.9615642981975,5.439231285963951,15,1.456936951597487
50,22,Gao matching,271.8529101598884,5.4370582031977674,15,1.4563548758565452
50,22,Mussbah,286.09353258461846,5.721870651692369,7,2.231676844831783
50,22,Hybrid#3 (TopAP N=8 adaptive),282.54987026597405,5.650997405319481,10,1.7016805235591914
50,22,MJH weighted-count strict,294.4637067608303,5.889274135216606,4,2.2969685126563117
50,22,MJH beam-resource matching,294.1984194171812,5.883968388343623,4,2.29489913479691
50,23,Random,259.5380361541041,5.190760723082081,15,1.3903823365398436
50,23,Gao matching,259.4551456029984,5.189102912059968,15,1.3899382800160631
50,23,Mussbah,273.59090443872753,5.471818088774551,7,2.1488165494644345
50,23,Hybrid#3 (TopAP N=8 adaptive),266.53691197457886,5.330738239491577,9,1.62953074367992
50,23,MJH weighted-count strict,282.2490246940758,5.644980493881516,3,2.216818488820252
50,23,MJH beam-resource matching,276.2102600624022,5.524205201248044,4,2.169389290084711
50,24,Random,288.1437900667861,5.7628758013357215,15,1.5436274467863544
50,24,Gao matching,288.1286423636414,5.762572847272828,15,1.5435462983766506
50,24,Mussbah,307.4185285805251,6.148370571610502,6,2.355306489960991
50,24,Hybrid#3 (TopAP N=8 adaptive),303.1857804325828,6.063715608651656,7,1.7731026683517688
50,24,MJH weighted-count strict,317.34362215450386,6.346872443090077,2,2.4313482217856848
50,24,MJH beam-resource matching,315.1598590914137,6.303197181828274,3,2.4146171830328074
50,25,Random,241.27883765374654,4.82557675307493,15,1.2925652017164995
50,25,Gao matching,245.2023843699254,4.904047687398508,15,1.3135842019817434
50,25,Mussbah,256.9049067457859,5.138098134915719,7,2.0699496964759097
50,25,Hybrid#3 (TopAP N=8 adaptive),256.8452073607085,5.13690414721417,7,1.5782387671301668
50,25,MJH weighted-count strict,262.60325699065567,5.252065139813113,3,2.115862787468186
50,25,MJH beam-resource matching,264.2001647865796,5.284003295731591,4,2.1287294891958557
50,26,Random,288.7233960143648,5.774467920287297,15,1.5467324786483834
50,26,Gao matching,289.9556860626188,5.799113721252375,15,1.5533340324783151
50,26,Mussbah,309.54031756618593,6.190806351323719,6,2.4000644914220386
50,26,Hybrid#3 (TopAP N=8 adaptive),305.2747116372843,6.105494232745687,7,1.8027146989062608
50,26,MJH weighted-count strict,315.2122661934436,6.304245323868872,3,2.4440427447380717
50,26,MJH beam-resource matching,309.8259138535015,6.19651827707003,4,2.402278902499269
50,27,Random,259.1426317025301,5.182852634050602,15,1.3882640984064114
50,27,Gao matching,259.48582808963516,5.189716561792704,15,1.3901026504801886
50,27,Mussbah,274.055177790288,5.48110355580576,7,2.0827763071625074
50,27,Hybrid#3 (TopAP N=8 adaptive),274.06090519115605,5.481218103823121,7,1.6343143976016863
50,27,MJH weighted-count strict,278.77880407337614,5.575576081467522,4,2.1186751250050753
50,27,MJH beam-resource matching,280.4022824181797,5.6080456483635945,5,2.1310133054365203
50,28,Random,273.1111812938989,5.462223625877978,15,1.4630956140744587
50,28,Gao matching,273.01224361384146,5.460244872276829,15,1.4625655907884367
50,28,Mussbah,291.90651469232057,5.838130293846412,7,2.1886696176773226
50,28,Hybrid#3 (TopAP N=8 adaptive),284.9307380219477,5.6986147604389545,9,1.7160195012614168
50,28,MJH weighted-count strict,299.76454973106183,5.995290994621237,3,2.2475879414497975
50,28,MJH beam-resource matching,295.3707990706917,5.907415981413834,4,2.2146442827988837
50,29,Random,264.2117305905238,5.284234611810477,15,1.4154199853063778
50,29,Gao matching,261.4507870281517,5.2290157405630335,15,1.4006292162222416
50,29,Mussbah,279.4787457388612,5.5895749147772245,6,2.178633572520323
50,29,Hybrid#3 (TopAP N=8 adaptive),279.96148682556105,5.599229736511221,8,1.720281551490979
50,29,MJH weighted-count strict,286.47043655752884,5.729408731150577,2,2.2331362228236995
50,29,MJH beam-resource matching,285.00266148623496,5.700053229724699,4,2.2216944080310386
50,30,Random,283.8332317455179,5.676664634910358,15,1.5205351700652747
50,30,Gao matching,285.3891266690923,5.707782533381846,15,1.5288703214415662
50,30,Mussbah,300.8053799728881,6.0161075994577615,7,2.3560856361204245
50,30,Hybrid#3 (TopAP N=8 adaptive),300.7461394046508,6.014922788093016,7,1.7673622296061757
50,30,MJH weighted-count strict,307.5618494071733,6.1512369881434665,3,2.4090063005927185
50,30,MJH beam-resource matching,309.10637188887875,6.1821274377775755,4,2.4211039141199073
50,31,Random,313.5382714723087,6.270765429446174,15,1.6796693114587968
50,31,Gao matching,314.6100750376092,6.292201500752184,15,1.6854111162729066
50,31,Mussbah,332.4503058359086,6.649006116718172,6,2.5978430577282103
50,31,Hybrid#3 (TopAP N=8 adaptive),329.18750640467994,6.583750128093599,8,2.0434794252010553
50,31,MJH weighted-count strict,340.74502518453556,6.814900503690711,3,2.6626599001174918
50,31,MJH beam-resource matching,339.7017718239951,6.794035436479902,5,2.654507678710093
50,32,Random,286.1759448260109,5.7235188965202175,15,1.533085418710773
50,32,Gao matching,286.4285043069768,5.728570086139536,15,1.5344384159302331
50,32,Mussbah,305.6222046934985,6.11244409386997,6,2.3331423476824114
50,32,Hybrid#3 (TopAP N=8 adaptive),302.22997336297135,6.044599467259427,8,1.84774795208664
50,32,MJH weighted-count strict,311.3057153042439,6.226114306084878,2,2.3765306849360184
50,32,MJH beam-resource matching,309.1026806335453,6.182053612670906,4,2.35971255652557
50,33,Random,295.02566682375044,5.900513336475009,15,1.5804946436986633
50,33,Gao matching,294.9956671932456,5.899913343864912,15,1.5803339313923874
50,33,Mussbah,312.62013893325144,6.2524027786650285,6,2.4484340398641264
50,33,Hybrid#3 (TopAP N=8 adaptive),313.8453190725665,6.2769063814513295,7,1.8533260316277735
50,33,MJH weighted-count strict,317.6309900770039,6.352619801540078,4,2.487678915613079
50,33,MJH beam-resource matching,317.6158971661501,6.352317943323002,4,2.4875607082678286
50,34,Random,316.87975895481776,6.337595179096355,15,1.6975701372579526
50,34,Gao matching,316.90550483813956,6.338110096762791,15,1.6977080616328908
50,34,Mussbah,336.66783385306644,6.7333566770613285,7,2.4609022502782505
50,34,Hybrid#3 (TopAP N=8 adaptive),336.69253233287526,6.733850646657505,7,2.0078071798412283
50,34,MJH weighted-count strict,346.11095582057385,6.922219116411477,3,2.5299275558250613
50,34,MJH beam-resource matching,343.3199308499537,6.866398616999074,5,2.5095263207199
50,35,Random,269.3777630044804,5.387555260089608,15,1.443095158952574
50,35,Gao matching,269.31914945081365,5.386382989016273,15,1.4427811577722163
50,35,Mussbah,285.5516321116809,5.711032642233618,6,2.1933172792294506
50,35,Hybrid#3 (TopAP N=8 adaptive),282.21677307015227,5.644335461403045,7,1.6829504928896426
50,35,MJH weighted-count strict,295.73726845179993,5.914745369035999,2,2.2715529804913266
50,35,MJH beam-resource matching,289.91783967956843,5.798356793591369,4,2.226854046056981
50,36,Random,243.42709168538164,4.868541833707633,15,1.3040737054574019
50,36,Gao matching,241.4832303363198,4.8296646067263955,15,1.2936601625159991
50,36,Mussbah,256.05338083021013,5.121067616604202,7,1.9466312118056577
50,36,Hybrid#3 (TopAP N=8 adaptive),253.20184433252987,5.064036886650597,8,1.5480039392655183
50,36,MJH weighted-count strict,263.33817367604416,5.266763473520883,3,2.002013433587929
50,36,MJH beam-resource matching,261.3162061573362,5.226324123146724,4,1.9866415409442455
50,37,Random,287.8850187384121,5.757700374768242,15,1.5422411718129223
50,37,Gao matching,287.9708038196097,5.759416076392195,15,1.5427007347479096
50,37,Mussbah,308.70233678443105,6.174046735688621,6,2.3652330745838164
50,37,Hybrid#3 (TopAP N=8 adaptive),304.68339750693934,6.093667950138787,7,1.834981565913813
50,37,MJH weighted-count strict,314.73099833358583,6.294619966671717,3,2.4114238156065833
50,37,MJH beam-resource matching,308.0126680131792,6.160253360263584,5,2.3599489312719646
50,38,Random,232.78473444976152,4.65569468899523,15,1.2470610774094368
50,38,Gao matching,233.09624132907612,4.661924826581522,15,1.248729864262908
50,38,Mussbah,242.18131497349142,4.843626299469829,9,1.890318576611095
50,38,Hybrid#3 (TopAP N=8 adaptive),247.1624248685967,4.943248497371934,8,1.5034972871816095
50,38,MJH weighted-count strict,250.81955035887339,5.016391007177468,5,1.9577433357008462
50,38,MJH beam-resource matching,250.54734826019387,5.010946965203877,6,1.9556186933279087
50,39,Random,267.24727558478287,5.3449455116956575,15,1.4316818334899086
50,39,Gao matching,267.80089328532404,5.35601786570648,15,1.4346476425999506
50,39,Mussbah,282.9530781845235,5.659061563690471,8,2.0725114374568356
50,39,Hybrid#3 (TopAP N=8 adaptive),282.831027891127,5.65662055782254,8,1.6866134943564701
50,39,MJH weighted-count strict,295.2688827219178,5.9053776544383565,3,2.162719488660954
50,39,MJH beam-resource matching,288.3647238441225,5.767294476882451,6,2.112149449515034
50,40,Random,258.6082423954597,5.172164847909194,15,1.3854012985471058
50,40,Gao matching,263.3811900198951,5.267623800397902,15,1.4109706608208668
50,40,Mussbah,277.4344862855115,5.54868972571023,7,2.1528801315482013
50,40,Hybrid#3 (TopAP N=8 adaptive),274.0654149244365,5.48130829848873,8,1.6755578658514563
50,40,MJH weighted-count strict,282.6834678433898,5.653669356867796,3,2.193612011200645
50,40,MJH beam-resource matching,278.5940536353703,5.571881072707406,6,2.1618783261927343
50,41,Random,229.23815015365176,4.584763003073035,15,1.2280615186802775
50,41,Gao matching,227.83920281721572,4.5567840563443145,15,1.2205671579493702
50,41,Mussbah,238.7661801081806,4.7753236021636125,8,1.8082639074144324
50,41,Hybrid#3 (TopAP N=8 adaptive),238.78250375806022,4.775650075161204,8,1.5132770240806563
50,41,MJH weighted-count strict,247.95151003057546,4.959030200611509,3,1.8778277818661449
50,41,MJH beam-resource matching,248.98063102664466,4.979612620532893,4,1.8856216928493132
50,42,Random,223.33009789553324,4.466601957910665,15,1.1964112387260712
50,42,Gao matching,223.9826280227681,4.479652560455362,15,1.199906935836258
50,42,Mussbah,240.89618550653162,4.817923710130632,7,1.8096620921988105
50,42,Hybrid#3 (TopAP N=8 adaptive),240.73133826202826,4.814626765240565,7,1.4717628179867228
50,42,MJH weighted-count strict,242.77216137270824,4.855443227454165,3,1.823754811864592
50,42,MJH beam-resource matching,243.18175339919884,4.863635067983977,4,1.8268317520911397
50,43,Random,275.1328867613974,5.502657735227948,15,1.4739261790789149
50,43,Gao matching,275.2006239893363,5.504012479786726,15,1.4742890570857305
50,43,Mussbah,290.70703082759184,5.814140616551836,7,2.3215393834474214
50,43,Hybrid#3 (TopAP N=8 adaptive),288.19552275311366,5.763910455062273,8,1.8654438065900882
50,43,MJH weighted-count strict,294.2811042716653,5.885622085433306,3,2.350081356567676
50,43,MJH beam-resource matching,293.78638740717156,5.875727748143431,4,2.3461306276110756
50,44,Random,290.556872270932,5.81113744541864,15,1.556554672879993
50,44,Gao matching,290.6981061887741,5.8139621237754815,15,1.5573112831541471
50,44,Mussbah,301.648354570636,6.03296709141272,7,2.378430045500179
50,44,Hybrid#3 (TopAP N=8 adaptive),302.83349262712505,6.056669852542501,8,1.8238403571018824
50,44,MJH weighted-count strict,313.8312878904512,6.2766257578090245,3,2.474489759439008
50,44,MJH beam-resource matching,311.7690645431737,6.235381290863475,4,2.458229587966572
50,45,Random,261.8040039659259,5.236080079318518,15,1.4025214498174605
50,45,Gao matching,262.4818805783384,5.249637611566768,15,1.4061529316696704
50,45,Mussbah,278.09064609764374,5.561812921952875,7,2.228885755524796
50,45,Hybrid#3 (TopAP N=8 adaptive),273.59903113755155,5.471980622751031,8,1.743039060124559
50,45,MJH weighted-count strict,285.0871978147502,5.701743956295004,4,2.2849628464981313
50,45,MJH beam-resource matching,285.09918883720496,5.7019837767440995,4,2.2850589540785866
50,46,Random,299.90734963104177,5.9981469926208355,15,1.6066465158805812
50,46,Gao matching,302.54491524427675,6.050898304885535,15,1.6207763316657686
50,46,Mussbah,319.4167659082527,6.388335318165055,7,2.5728984473331495
50,46,Hybrid#3 (TopAP N=8 adaptive),319.4311047807369,6.388622095614738,7,1.8955460673369813
50,46,MJH weighted-count strict,324.9486386287908,6.498972772575815,3,2.617457619714242
50,46,MJH beam-resource matching,322.81680525739205,6.456336105147841,4,2.6002857259482766
50,47,Random,260.6550489662597,5.213100979325194,15,1.39636633374782
50,47,Gao matching,263.70539465273157,5.274107893054631,15,1.4127074713539194
50,47,Mussbah,276.10873103826185,5.522174620765237,7,2.0972672661816807
50,47,Hybrid#3 (TopAP N=8 adaptive),276.7080883662535,5.53416176732507,8,1.6501004126596643
50,47,MJH weighted-count strict,287.3567367677495,5.74713473535499,3,2.182704891198361
50,47,MJH beam-resource matching,280.702286380265,5.6140457276052995,5,2.1321590032808677
50,48,Random,248.8361177489798,4.9767223549795965,15,1.3330506307981063
50,48,Gao matching,248.81894056103684,4.976378811220737,15,1.3329586101484119
50,48,Mussbah,261.38521590357306,5.227704318071461,7,2.0331504925281494
50,48,Hybrid#3 (TopAP N=8 adaptive),261.7428992629519,5.234857985259038,8,1.641621696103812
50,48,MJH weighted-count strict,270.9715745937759,5.419431491875518,3,2.1077167216286035
50,48,MJH beam-resource matching,271.370669610572,5.42741339221144,4,2.110821029678925
50,49,Random,277.1115203197981,5.542230406395962,15,1.4845260017132045
50,49,Gao matching,275.557470167795,5.511149403355899,15,1.476200733041759
50,49,Mussbah,291.9534745904725,5.83906949180945,7,2.168212854826448
50,49,Hybrid#3 (TopAP N=8 adaptive),288.14853898281194,5.762970779656239,8,1.7616580740746606
50,49,MJH weighted-count strict,299.1583853367564,5.983167706735128,3,2.221720627323017
50,49,MJH beam-resource matching,295.29724237216,5.9059448474432,5,2.193045579622681
60,0,Random,327.91201052114445,5.4652001753524075,15,1.7168168090112277
60,0,Gao matching,328.4001672617607,5.473336121029345,15,1.719372603464716
60,0,Mussbah,345.9847246694095,5.7664120778234915,8,2.3282172515689883
60,0,Hybrid#3 (TopAP N=8 adaptive),346.17900130773774,5.769650021795629,9,1.9470135056678164
60,0,MJH weighted-count strict,357.53254915848765,5.958875819308128,3,2.4059254342618868
60,0,MJH beam-resource matching,351.9351264868793,5.865585441447989,5,2.368258985141007
60,1,Random,291.1098629852499,4.851831049754165,15,1.5241354082997378
60,1,Gao matching,291.4975041357998,4.858291735596663,15,1.5261649431193707
60,1,Mussbah,309.6285112106825,5.1604751868447085,8,2.100671740633553
60,1,Hybrid#3 (TopAP N=8 adaptive),309.61691928200213,5.160281988033369,8,1.7659598989419771
60,1,MJH weighted-count strict,316.30170472859066,5.271695078809844,3,2.145945959690564
60,1,MJH beam-resource matching,315.89420319176975,5.264903386529496,4,2.1431812693223637
60,2,Random,299.3970617129575,4.989951028549291,15,1.5675238833139138
60,2,Gao matching,299.59768600660027,4.993294766776671,15,1.5685742722858655
60,2,Mussbah,319.74844823801067,5.329140803966845,6,2.2558801202060867
60,2,Hybrid#3 (TopAP N=8 adaptive),313.4726605558571,5.224544342597619,9,1.7879518640003258
60,2,MJH weighted-count strict,331.89028718674905,5.531504786445818,3,2.3415428755943917
60,2,MJH beam-resource matching,322.30970909727085,5.371828484954515,4,2.273950254672435
60,3,Random,289.17772400968414,4.819628733494736,15,1.5140194974329015
60,3,Gao matching,289.2069955075837,4.820116591793062,15,1.514172751348606
60,3,Mussbah,303.2791032584298,5.054651720973831,8,2.0782505534052618
60,3,Hybrid#3 (TopAP N=8 adaptive),300.55325804868784,5.0092209674781305,9,1.6748579439882298
60,3,MJH weighted-count strict,309.9973397321626,5.1666223288693764,4,2.124287944440229
60,3,MJH beam-resource matching,309.2597112250663,5.1543285204177725,5,2.119233270918018
60,4,Random,289.66397355166276,4.827732892527712,15,1.5165653065532083
60,4,Gao matching,288.0366888950094,4.8006114815834895,15,1.508045491596908
60,4,Mussbah,307.106187698918,5.118436461648633,7,2.1764373175927005
60,4,Hybrid#3 (TopAP N=8 adaptive),304.46422029131566,5.074403671521927,9,1.736570485049569
60,4,MJH weighted-count strict,312.61491164823747,5.2102485274706245,4,2.215477209512331
60,4,MJH beam-resource matching,312.9612121359918,5.21602020226653,5,2.217931413741482
60,5,Random,313.38196589241596,5.223032764873599,15,1.640743276923644
60,5,Gao matching,312.88564301923094,5.214760716987183,15,1.6381447278493768
60,5,Mussbah,329.3775665117814,5.4896261085296905,7,2.288377159910942
60,5,Hybrid#3 (TopAP N=8 adaptive),327.10008468529304,5.451668078088217,9,1.8144506153670397
60,5,MJH weighted-count strict,338.1508909344413,5.6358481822406885,4,2.3493305376346356
60,5,MJH beam-resource matching,332.4993362679843,5.5416556044664045,5,2.3100659066105136
60,6,Random,314.68877022246863,5.2448128370411435,15,1.6475851844108307
60,6,Gao matching,311.18695111447556,5.186449185241259,15,1.6292510529553696
60,6,Mussbah,331.35383015292405,5.5225638358820675,7,2.3078797155000808
60,6,Hybrid#3 (TopAP N=8 adaptive),326.6470821665502,5.44411803610917,8,1.7955040932612354
60,6,MJH weighted-count strict,335.5224758542657,5.5920412642377615,3,2.3369143364392526
60,6,MJH beam-resource matching,335.26586638353297,5.587764439725549,4,2.3351270512521887
60,7,Random,287.8033577682172,4.7967226294702865,15,1.5068238626608232
60,7,Gao matching,287.9644957353999,4.799408262256665,15,1.5076675169392668
60,7,Mussbah,303.4867603642771,5.058112672737951,7,2.1672207688383414
60,7,Hybrid#3 (TopAP N=8 adaptive),298.23326888308566,4.970554481384761,9,1.693064257071165
60,7,MJH weighted-count strict,313.8543166587695,5.230905277646158,4,2.241256233504264
60,7,MJH beam-resource matching,313.24568585672085,5.220761430945347,4,2.236909957201563
60,8,Random,278.1851260031912,4.636418766719854,15,1.4564666282889596
60,8,Gao matching,278.45659017889,4.640943169648167,15,1.4578879066957593
60,8,Mussbah,295.5601537644705,4.926002562741175,7,2.113408321519275
60,8,Hybrid#3 (TopAP N=8 adaptive),287.60333530411117,4.793388921735186,11,1.6559858085741253
60,8,MJH weighted-count strict,302.1350100573583,5.035583500955971,3,2.1604219525016686
60,8,MJH beam-resource matching,298.7665572655949,4.979442621093248,4,2.1363357687922413
60,9,Random,307.9474854253326,5.13245809042221,15,1.6122904996090714
60,9,Gao matching,308.5530946203122,5.142551577005204,15,1.6154612283785983
60,9,Mussbah,325.98922097119765,5.433153682853294,7,2.3741977420428806
60,9,Hybrid#3 (TopAP N=8 adaptive),323.39425590947053,5.389904265157842,8,1.8889851396581223
60,9,MJH weighted-count strict,333.606410440052,5.560106840667533,4,2.4296741592808133
60,9,MJH beam-resource matching,331.5738562780228,5.526230937967046,5,2.4148709535561186
60,10,Random,261.4505509816129,4.357509183026881,15,1.3688510522597535
60,10,Gao matching,261.7663724260275,4.362772873767125,15,1.3705045676755367
60,10,Mussbah,271.7800101203655,4.529666835339425,8,1.926288256576409
60,10,Hybrid#3 (TopAP N=8 adaptive),271.67791830193727,4.5279653050322874,8,1.5495674792638658
60,10,MJH weighted-count strict,279.6097376287084,4.660162293811807,4,1.981782816845336
60,10,MJH beam-resource matching,273.5554724547365,4.559257874245608,6,1.9388721557497806
60,11,Random,289.00547263902183,4.8167578773170305,15,1.513117657795926
60,11,Gao matching,290.094275923789,4.834904598729817,15,1.5188181985538693
60,11,Mussbah,302.43354290747243,5.040559048457874,7,2.1496449136930305
60,11,Hybrid#3 (TopAP N=8 adaptive),302.45173965334965,5.0408623275558275,8,1.6854373900994688
60,11,MJH weighted-count strict,311.4384771029353,5.190641285048922,4,2.2136504165394504
60,11,MJH beam-resource matching,309.89980106142457,5.164996684357076,5,2.202713775402833
60,12,Random,272.12417837590846,4.5354029729318075,15,1.4247339181984737
60,12,Gao matching,272.4202114893616,4.540336858156026,15,1.4262838297872336
60,12,Mussbah,285.9296855665152,4.76549475944192,8,1.9038498223292286
60,12,Hybrid#3 (TopAP N=8 adaptive),284.8587981543912,4.74764663590652,9,1.587399265279416
60,12,MJH weighted-count strict,296.5203238042116,4.94200539673686,3,1.9743671059307628
60,12,MJH beam-resource matching,291.0011866347652,4.850019777246087,5,1.9376181818075386
60,13,Random,300.95313162382786,5.015885527063798,15,1.5756708461980518
60,13,Gao matching,298.5756336323905,4.976260560539842,15,1.5632232127350292
60,13,Mussbah,317.82371237354516,5.297061872892419,8,2.2053478983696713
60,13,Hybrid#3 (TopAP N=8 adaptive),317.9353429944793,5.2989223832413215,8,1.7799039495842088
60,13,MJH weighted-count strict,327.0237901022971,5.450396501704952,3,2.2691863449488054
60,13,MJH beam-resource matching,325.3367361208686,5.422278935347809,5,2.257480041084333
60,14,Random,286.10617567639963,4.768436261273327,15,1.497938092546595
60,14,Gao matching,288.6977319929118,4.8116288665485305,15,1.5115064502246696
60,14,Mussbah,302.02716938306634,5.033786156384439,8,2.262545279669386
60,14,Hybrid#3 (TopAP N=8 adaptive),296.78011217837707,4.946335202972951,10,1.7335286926307072
60,14,MJH weighted-count strict,307.8829901999717,5.131383169999528,4,2.306412391939259
60,14,MJH beam-resource matching,309.25270297181055,5.154211716196842,5,2.316673181300551
60,15,Random,295.07995668543464,4.917999278090577,15,1.5449212391907574
60,15,Gao matching,295.17360644680116,4.919560107446686,15,1.5454115520774931
60,15,Mussbah,309.4207623948506,5.1570127065808435,8,2.172974910599745
60,15,Hybrid#3 (TopAP N=8 adaptive),309.5573472567406,5.159289120945677,8,1.7656201183900793
60,15,MJH weighted-count strict,318.57633968136827,5.309605661356138,4,2.237271952536032
60,15,MJH beam-resource matching,318.9598599485365,5.315997665808942,4,2.239965307409225
60,16,Random,292.0110524074092,4.86685087345682,15,1.5288536775257027
60,16,Gao matching,292.07834365842206,4.867972394307034,15,1.5292059877404298
60,16,Mussbah,304.69409682325363,5.078234947054227,9,2.2031388056634396
60,16,Hybrid#3 (TopAP N=8 adaptive),301.5531622424416,5.025886037374026,11,1.728098350959551
60,16,MJH weighted-count strict,316.0303828825177,5.267173048041962,3,2.2851076130333894
60,16,MJH beam-resource matching,313.6291491207912,5.2271524853465205,5,2.267745112948599
60,17,Random,303.88755251821715,5.064792541970286,15,1.5910343063781005
60,17,Gao matching,301.72796819561074,5.028799469926846,15,1.5797275821759726
60,17,Mussbah,316.1809638190879,5.269682730318132,9,2.2300815617089005
60,17,Hybrid#3 (TopAP N=8 adaptive),316.132693165036,5.2688782194172665,9,1.8555110383861249
60,17,MJH weighted-count strict,323.6849696068086,5.39474949344681,4,2.2830086726393612
60,17,MJH beam-resource matching,321.6092413079773,5.360154021799621,6,2.2683681852727986
60,18,Random,293.3808174844282,4.889680291407136,15,1.5360252224315614
60,18,Gao matching,294.4646462032501,4.907744103387501,15,1.5416997183416237
60,18,Mussbah,305.45437857964447,5.090906309660741,8,2.102666610997759
60,18,Hybrid#3 (TopAP N=8 adaptive),302.7083180641628,5.045138634402714,9,1.7025214739266752
60,18,MJH weighted-count strict,318.10630608301676,5.301771768050279,3,2.1897591111930668
60,18,MJH beam-resource matching,316.6182779348753,5.276971298914589,4,2.1795159216278335
60,19,Random,294.72708311593306,4.912118051932217,15,1.5430737335912728
60,19,Gao matching,294.8683669659746,4.914472782766243,15,1.5438134396124326
60,19,Mussbah,307.6089544120249,5.1268159068670816,9,2.1586593292071923
60,19,Hybrid#3 (TopAP N=8 adaptive),305.34368096266877,5.089061349377813,11,1.7581326095446599
60,19,MJH weighted-count strict,316.8976684673413,5.281627807789022,4,2.2238432874901144
60,19,MJH beam-resource matching,316.89317811799367,5.281552968633227,5,2.223811776266622
60,20,Random,314.8892004289718,5.248153340482863,15,1.6486345572197478
60,20,Gao matching,314.7365911124803,5.245609851874672,15,1.6478355555627244
60,20,Mussbah,328.60468740609275,5.476744790101546,8,2.3824882175536906
60,20,Hybrid#3 (TopAP N=8 adaptive),329.95705415392024,5.499284235898671,9,1.9089213430947078
60,20,MJH weighted-count strict,342.86611619319433,5.714435269886573,3,2.4858881000050346
