environment,algorithm,unit,p5,median,mean,mean_tau_p_observed,mean_tau_p_eval,mean_raw_chromatic,mean_vs_random_pct,p5_vs_random_pct
E1 Gao N=1 paper env,Gao matching,Mbps,4.932081922190329,10.455622671356963,10.518075214220204,10.0,10.0,10.0,3.6569662017735425,9.283269841286971
E1 Gao N=1 paper env,Mussbah N=1 forced adaptive,Mbps,2.4060840380204773,4.073202543360714,4.1166292650540495,134.34,134.34,134.34,-59.43009610579442,-46.686868682215255
E1 Gao N=1 paper env,Mussbah N=1 forced clipped,Mbps,4.515459599806209,10.190635917525622,10.213496257103358,10.0,10.0,134.34,0.6553019218919898,0.05190458878368861
E1 Gao N=1 paper env,Random,Mbps,4.5131170849419435,10.11855158606432,10.1470027530482,10.0,10.0,10.0,0.0,0.0
E2 Mussbah N=8 paper env,Gao matching,bit/s/Hz,0.7618218245771516,4.92960771411151,5.295272700192878,,,,0.03747440286582464,-1.2301192014187579
E2 Mussbah N=8 paper env,Mussbah,bit/s/Hz,0.7543769376182021,4.8115693770778565,5.175365352691863,,,,-2.227796695620078,-2.1953456805925464
E2 Mussbah N=8 paper env,Random,bit/s/Hz,0.7713098552085067,4.927876337653914,5.293289071721288,,,,0.0,0.0
