tau_p_design,setup,scheme,sum_se,mean_se,p5_se,tau_p_actual,ee_bps_per_hz_per_watt
1,5,GC (Liu),323.7518237772918,6.475036475545836,1.9083561715330823,1,1.7343847702354922
1,5,Structured (Chen),323.7518237772918,6.475036475545836,1.9083561715330823,1,1.7343847702354922
1,5,Mussbah,312.67161604614176,6.253432320922835,1.982958870716592,7,2.4364338449549354
1,5,MJH weighted-count default,312.67161604614176,6.253432320922835,1.982958870716592,7,2.4364338449549354
1,5,MJH weighted-count strict,319.35927334303267,6.387185466860654,1.9773676558127065,3,2.4885461370383983
1,5,MJH weighted-power,312.67161604614176,6.253432320922835,1.982958870716592,7,2.4364338449549354
1,5,MJH beam-resource matching,319.2491232576245,6.38498246515249,1.9681554802893668,3,2.48768781353751
1,5,TopAP (bisect),323.7518237772918,6.475036475545836,1.9083561715330823,1,3.6929865830109327
1,5,Hybrid#3 (TopAP N=8 adaptive),312.64179088764723,6.252835817752945,1.9800075254954077,7,1.892313876047497
1,5,Hybrid#4 (TopAP+greedy),323.7518237772918,6.475036475545836,1.9083561715330823,1,1.8933777890382095
1,6,Random,311.3724810700118,6.227449621400236,0.9522828345357304,1,1.6680668628750637
1,6,Gao matching,311.3724810700118,6.227449621400236,0.9522828345357304,1,1.6680668628750637
1,6,GC (Liu),311.3724810700118,6.227449621400236,0.9522828345357304,1,1.6680668628750637
1,6,Structured (Chen),311.3724810700118,6.227449621400236,0.9522828345357304,1,1.6680668628750637
1,6,Mussbah,299.93277051623284,5.998655410324656,0.8801258151674469,6,2.499613338561563
1,6,MJH weighted-count default,299.93277051623284,5.998655410324656,0.8801258151674469,6,2.499613338561563
1,6,MJH weighted-count strict,307.1871583641685,6.14374316728337,0.8256803594878298,3,2.560070769060367
1,6,MJH weighted-power,299.93277051623284,5.998655410324656,0.8801258151674469,6,2.499613338561563
1,6,MJH beam-resource matching,308.3973470175222,6.167946940350443,0.9248829554489891,4,2.570156374894275
1,6,TopAP (bisect),311.3724810700118,6.227449621400236,0.9522828345357304,1,3.5517773506084995
1,6,Hybrid#3 (TopAP N=8 adaptive),298.4410608650961,5.968821217301922,1.0385158517393422,8,1.9013021503403875
