K,setup,scheme,sum_se,mean_se,tau_p_actual,ee_bps_per_hz_per_watt
25,6,Hybrid#3 (TopAP N=8 adaptive),130.8202640423453,5.232810561693811,8,1.5526092063180137
25,6,MJH weighted-count strict,139.09548405468936,5.563819362187575,2,2.6892211907202945
25,6,MJH beam-resource matching,134.75473821261943,5.390189528504777,5,2.605298798980849
25,7,Random,155.07517267661373,6.203006907064549,10,1.6615197072494332
25,7,Gao matching,155.1987934452992,6.207951737811968,10,1.6628442154853489
25,7,Mussbah,168.37115560563856,6.734846224225542,4,3.049741686441756
25,7,Hybrid#3 (TopAP N=8 adaptive),160.56721164835903,6.422688465934361,7,1.9437168766067878
25,7,MJH weighted-count strict,169.52752500824033,6.781101000329613,2,3.0706872454322784
25,7,MJH beam-resource matching,168.98704040140368,6.759481616056147,3,3.0608973355725957
25,8,Random,154.8983725990271,6.195934903961085,10,1.6596254207038623
25,8,Gao matching,155.0825413488896,6.2033016539555845,10,1.6615986573095318
25,8,Mussbah,163.67234310763095,6.546893724305238,5,3.5593840472844716
25,8,Hybrid#3 (TopAP N=8 adaptive),160.5778629187753,6.423114516751013,7,2.0899504935198525
25,8,MJH weighted-count strict,170.92887597534607,6.837155039013843,2,3.717191938572223
25,8,MJH beam-resource matching,166.5240241285604,6.660960965142416,3,3.621399582353615
25,9,Random,137.5928397476989,5.503713589907956,10,1.474208997296774
25,9,Gao matching,137.59724159574185,5.503889663829674,10,1.4742561599543773
25,9,Mussbah,147.42950912365555,5.897180364946222,4,2.9223861202614336
25,9,Hybrid#3 (TopAP N=8 adaptive),142.69383576661517,5.7077534306646065,7,1.81814188702419
25,9,MJH weighted-count strict,152.63048475094908,6.105219390037963,2,3.0254812134715205
25,9,MJH beam-resource matching,147.497602671639,5.899904106865559,4,2.9237358883010143
25,10,Random,168.71013693846788,6.748405477538715,10,1.8076086100550135
25,10,Gao matching,169.86300339903477,6.794520135961391,10,1.8199607507039444
25,10,Mussbah,180.13966695156773,7.205586678062709,4,3.4986501851856615
25,10,Hybrid#3 (TopAP N=8 adaptive),175.68882763370934,7.027553105348374,7,2.064902969250257
25,10,MJH weighted-count strict,182.34628555067766,7.293851422027107,2,3.541506856906309
25,10,MJH beam-resource matching,181.39603605786934,7.2558414423147735,3,3.523051229557557
25,11,Random,152.88701716705725,6.11548068668229,10,1.6380751839327565
25,11,Gao matching,155.43489039857755,6.217395615943102,10,1.6653738256990456
25,11,Mussbah,167.32742412958618,6.693096965183447,4,3.021259538903151
25,11,Hybrid#3 (TopAP N=8 adaptive),158.3204922831765,6.332819691327059,7,1.9165196281631376
