K,setup,scheme,sum_se,mean_se,tau_p_actual,ee_bps_per_hz_per_watt
30,6,Random,141.2025433856816,4.7067514461893865,10,1.4785606637244149
30,6,Gao matching,142.96339836029193,4.765446612009731,10,1.4969989357098634
30,6,Mussbah,150.97556735958355,5.032518911986118,5,2.6740270520648877
30,6,Hybrid#3 (TopAP N=8 adaptive),144.99788740098418,4.83326291336614,8,1.646300169185174
30,6,MJH weighted-count strict,151.98670994112857,5.066223664704285,2,2.6919360598853803
30,6,MJH beam-resource matching,152.95503671939164,5.098501223979722,4,2.709086729000915
30,7,Random,202.1470648942476,6.738235496474919,10,2.1167231926099226
30,7,Gao matching,202.69904302289106,6.756634767429702,10,2.1225030683025246
30,7,Mussbah,216.33861297518405,7.211287099172802,4,3.661791011766826
30,7,Hybrid#3 (TopAP N=8 adaptive),214.11366281869985,7.137122093956662,7,2.3863322688069086
30,7,MJH weighted-count strict,223.73584532126142,7.457861510708714,2,3.786998058924534
30,7,MJH beam-resource matching,217.45464217594437,7.248488072531479,3,3.6806811471893095
30,8,Random,177.76146113010307,5.9253820376701025,10,1.8613765563361582
30,8,Gao matching,178.0827758482269,5.93609252827423,10,1.8647411083583971
30,8,Mussbah,188.33648723231926,6.277882907743975,4,3.2900076379128183
30,8,Hybrid#3 (TopAP N=8 adaptive),181.58555651799722,6.052851883933241,8,2.042582188053962
30,8,MJH weighted-count strict,191.5982292572016,6.38660764190672,2,3.346986274036189
30,8,MJH beam-resource matching,191.37723599816323,6.379241199938774,3,3.3431257926135602
30,9,Random,171.3830449506068,5.712768165020226,10,1.7945868581215374
30,9,Gao matching,171.51320677174283,5.717106892391428,10,1.7959498091281973
30,9,Mussbah,177.70680099423052,5.923560033141017,6,2.8623145847504317
30,9,Hybrid#3 (TopAP N=8 adaptive),171.60650709538348,5.720216903179449,10,1.9668367575402121
30,9,MJH weighted-count strict,187.70925695809507,6.256975231936503,2,3.0234236443278584
30,9,MJH beam-resource matching,181.19001815121126,6.039667271707042,4,2.9184185898560244
30,10,Random,182.62169029474188,6.087389676491396,10,1.9122690083219047
30,10,Gao matching,185.1348735404592,6.17116245134864,10,1.938585063250882
30,10,Mussbah,192.11498694666352,6.4038328982221175,6,3.369256172337137
30,10,Hybrid#3 (TopAP N=8 adaptive),187.7701195516126,6.259003985053753,8,2.1520930607634683
30,10,MJH weighted-count strict,198.380005142938,6.612666838097933,2,3.4791302199743606
30,10,MJH beam-resource matching,198.18674898133074,6.6062249660443575,4,3.4757409502162537
30,11,Random,168.47624522131107,5.61587484071037,10,1.7641491646210585
30,11,Gao matching,168.1680255478466,5.605600851594887,10,1.7609217334853051
30,11,Mussbah,176.83358871503384,5.894452957167795,5,2.8288847978728824
30,11,Hybrid#3 (TopAP N=8 adaptive),172.21195340745325,5.740398446915108,7,1.9018437703749669
30,11,MJH weighted-count strict,181.88622848699035,6.062874282899679,3,2.9097141015356005
30,11,MJH beam-resource matching,176.81052433826778,5.893684144608926,5,2.828515826879984
30,12,Random,163.86526436771237,5.462175478923745,10,1.7158666425938471
30,12,Gao matching,164.6405629748515,5.488018765828383,10,1.7239849526162463
30,12,Mussbah,176.6119511983514,5.887065039945046,5,2.9752687196487773
30,12,Hybrid#3 (TopAP N=8 adaptive),165.55700469479012,5.518566823159671,9,1.8118413646488662
30,12,MJH weighted-count strict,180.79166061610556,6.026388687203519,2,3.045681614152722
30,12,MJH beam-resource matching,179.62038480216916,5.987346160072305,3,3.0259498787427423
30,13,Random,164.49073824480277,5.483024608160092,10,1.7224161072754218
30,13,Gao matching,164.5774285083468,5.48591428361156,10,1.7233238587261448
30,13,Mussbah,176.0577467881977,5.86859155960659,4,2.6922203041241337
30,13,Hybrid#3 (TopAP N=8 adaptive),169.112320667941,5.637077355598033,8,1.8019426815976665
30,13,MJH weighted-count strict,177.64102882469527,5.921367627489842,1,2.7164313605733663
30,13,MJH beam-resource matching,177.67644425672069,5.922548141890689,3,2.7169729223445325
30,14,Random,159.9536512409057,5.331788374696857,10,1.6749073428367094
30,14,Gao matching,160.17845951438457,5.339281983812819,10,1.6772613561715664
30,14,Mussbah,167.05865337543193,5.568621779181064,5,3.2973187284206444
30,14,Hybrid#3 (TopAP N=8 adaptive),161.38333858272742,5.379444619424247,8,1.9036666302887342
30,14,MJH weighted-count strict,171.32385325446467,5.710795108482156,3,3.381503074202402
30,14,MJH beam-resource matching,171.1242324385636,5.704141081285454,4,3.377563060072311
30,15,Random,166.19974199949306,5.539991399983102,10,1.7403114345496657
30,15,Gao matching,166.21669782638833,5.540556594212944,10,1.7404889824752707
30,15,Mussbah,179.69036577875514,5.989678859291838,4,3.1508042395012303
30,15,Hybrid#3 (TopAP N=8 adaptive),166.21812954022272,5.540604318007424,10,1.887233943119191
30,15,MJH weighted-count strict,181.66800470877254,6.055600156959085,2,3.1854814081846845
30,15,MJH beam-resource matching,180.64152236346067,6.021384078782022,3,3.16748241913836
30,16,Random,165.6206554119951,5.5206885137331705,10,1.7342477006491637
30,16,Gao matching,165.54663979455307,5.5182213264851026,10,1.7334726680057917
30,16,Mussbah,174.049785911986,5.801659530399533,5,2.724636598496963
30,16,Hybrid#3 (TopAP N=8 adaptive),168.0029889506293,5.600099631687643,8,1.8386100021956697
30,16,MJH weighted-count strict,178.45879690544854,5.948626563514951,2,2.793656808162939
30,16,MJH beam-resource matching,180.06147226819047,6.002049075606349,3,2.8187456522885173
30,17,Random,147.29962176975783,4.909987392325261,10,1.542404416437255
30,17,Gao matching,146.94464837846306,4.898154945948769,10,1.5386874175755296
30,17,Mussbah,152.958793125808,5.098626437526933,6,2.6095503390908137
30,17,Hybrid#3 (TopAP N=8 adaptive),149.76750365674687,4.992250121891562,8,1.7165329932005375
30,17,MJH weighted-count strict,155.55387865395576,5.185129288465192,2,2.653823742283644
30,17,MJH beam-resource matching,156.18811777635517,5.206270592545172,4,2.6646441657656776
30,18,Random,162.57671091531483,5.419223697177161,10,1.7023739362860195
30,18,Gao matching,163.23818065992702,5.441272688664234,10,1.7093003210463564
30,18,Mussbah,172.31730111234154,5.743910037078051,4,3.0751726797955126
30,18,Hybrid#3 (TopAP N=8 adaptive),164.3346466411438,5.477821554704793,8,1.8658489541997594
30,18,MJH weighted-count strict,173.65983884497356,5.788661294832452,2,3.0991315935571264
30,18,MJH beam-resource matching,170.97909881250794,5.699303293750265,3,3.051291136120424
30,19,Random,193.54690049592404,6.451563349864134,10,2.026669115140566
30,19,Gao matching,193.63708865234682,6.454569621744894,10,2.027613493741852
30,19,Mussbah,204.79599837700192,6.826533279233398,6,3.2965150644185424
30,19,Hybrid#3 (TopAP N=8 adaptive),197.32727366603854,6.577575788867951,9,2.2196543719464406
30,19,MJH weighted-count strict,210.3935560114724,7.013118533715747,2,3.386616595758108
30,19,MJH beam-resource matching,207.63371276411087,6.921123758803696,3,3.3421925595832738
30,20,Random,162.62661428946473,5.420887142982157,10,1.7028964847064372
30,20,Gao matching,164.89971409522954,5.496657136507651,10,1.7266985769133987
30,20,Mussbah,170.7402329134544,5.691341097115147,5,2.9069589327224725
30,20,Hybrid#3 (TopAP N=8 adaptive),164.92377463256423,5.497459154418808,10,1.984045409113555
30,20,MJH weighted-count strict,177.26380352971609,5.908793450990536,2,3.0180267903246123
30,20,MJH beam-resource matching,171.79397642716128,5.726465880905376,4,2.9248995731192866
30,21,Random,142.53270346789284,4.751090115596428,10,1.4924890415486165
30,21,Gao matching,142.67630223414452,4.755876741138151,10,1.4939926935512517
30,21,Mussbah,154.5800876102874,5.15266958700958,4,2.4546262423229446
30,21,Hybrid#3 (TopAP N=8 adaptive),148.38495625646144,4.946165208548715,7,1.6847568124491792
30,21,MJH weighted-count strict,156.0448551469659,5.201495171565529,3,2.477885750646541
30,21,MJH beam-resource matching,156.3967334408637,5.21322444802879,3,2.4834733376873954
30,22,Random,125.85652437475083,4.195217479158361,10,1.3178693651806372
30,22,Gao matching,125.51130160618715,4.1837100535395715,10,1.3142544670804939
30,22,Mussbah,132.77166365043038,4.425722121681013,6,2.302265712683031
30,22,Hybrid#3 (TopAP N=8 adaptive),129.54659033989861,4.318219677996621,8,1.4708667651421927
30,22,MJH weighted-count strict,136.1432883593531,4.538109611978437,3,2.360729813756773
30,22,MJH beam-resource matching,133.28574998220816,4.442858332740272,5,2.3111799892874663
30,23,Random,179.63264881994795,5.987754960664931,10,1.880970144711497
30,23,Gao matching,180.15506673913444,6.005168891304481,10,1.8864404894150206
30,23,Mussbah,193.5847598088952,6.452825326963174,4,3.208764458957322
30,23,Hybrid#3 (TopAP N=8 adaptive),181.7400577035262,6.058001923450873,9,1.9889472799291514
30,23,MJH weighted-count strict,194.65603173521424,6.4885343911738085,2,3.226521328281357
30,23,MJH beam-resource matching,194.78383442922794,6.492794480974265,3,3.2286397220160445
30,24,Random,170.3200832892576,5.67733610964192,10,1.7834563695210224
30,24,Gao matching,170.23646605084514,5.674548868361504,10,1.7825807963439284
30,24,Mussbah,183.76904426609383,6.125634808869794,4,3.116842677511768
30,24,Hybrid#3 (TopAP N=8 adaptive),174.92057517638113,5.830685839212705,9,2.004820345861102
30,24,MJH weighted-count strict,189.1615976182263,6.30538658727421,2,3.2083038944746662
30,24,MJH beam-resource matching,183.89944829556254,6.129981609852084,4,3.1190544147822687
30,25,Random,152.75795610683033,5.091931870227678,10,1.599559749809742
30,25,Gao matching,152.20443966845102,5.0734813222817,10,1.593763766161791
30,25,Mussbah,165.57508830733076,5.519169610244359,4,3.146021058471039
30,25,Hybrid#3 (TopAP N=8 adaptive),154.4181834806797,5.147272782689323,9,1.8394065929801038
30,25,MJH weighted-count strict,165.6763087341277,5.522543624470924,2,3.147944304277555
30,25,MJH beam-resource matching,167.07905887040354,5.569301962346785,3,3.1745973564583614
30,26,Random,136.81821364208378,4.560607121402793,10,1.4326514517495685
30,26,Gao matching,136.90326893298635,4.563442297766212,10,1.4335420830679202
30,26,Mussbah,144.8532080891266,4.828440269637554,5,2.4613969089061447
30,26,Hybrid#3 (TopAP N=8 adaptive),140.5486723462793,4.684955744875976,8,1.5809749420278887
30,26,MJH weighted-count strict,147.35914346788803,4.911971448929601,2,2.503978648562244
30,26,MJH beam-resource matching,143.3512228898736,4.77837409632912,4,2.4358746455373597
30,27,Random,147.40220490025834,4.913406830008611,10,1.5434785853430195
30,27,Gao matching,144.93928743732232,4.831309581244077,10,1.517688873689239
30,27,Mussbah,154.67302259677945,5.155767419892649,5,2.6510073287647518
30,27,Hybrid#3 (TopAP N=8 adaptive),148.02485218984216,4.9341617396614055,8,1.665071453204074
30,27,MJH weighted-count strict,154.93293507758133,5.164431169252711,3,2.6554620803424687
30,27,MJH beam-resource matching,156.39653491814494,5.213217830604831,4,2.6805473462703735
30,28,Random,178.27620375134205,5.942540125044735,10,1.8667665314276658
30,28,Gao matching,178.19919255007835,5.939973085002611,10,1.8659601314144332
30,28,Mussbah,187.85609329883385,6.261869776627795,5,3.1926596413805894
30,28,Hybrid#3 (TopAP N=8 adaptive),183.54352798496785,6.1181175994989285,8,2.064606614004138
30,28,MJH weighted-count strict,192.61133191434757,6.420377730478252,3,3.273476069244521
30,28,MJH beam-resource matching,190.28603330100665,6.3428677767002215,4,3.233957058140834
30,29,Random,186.1836389837783,6.206121299459277,10,1.9495669003537
30,29,Gao matching,187.7859304766647,6.2595310158888235,10,1.9663448217451804
30,29,Mussbah,199.15958135842325,6.638652711947442,4,3.299802524371192
30,29,Hybrid#3 (TopAP N=8 adaptive),191.2151246510324,6.373837488367746,8,2.111707616245526
30,29,MJH weighted-count strict,204.54664743238075,6.818221581079358,2,3.3890588589575144
30,29,MJH beam-resource matching,199.23996384228843,6.641332128076281,4,3.301134352452795
30,30,Random,166.2021617499749,5.5400720583324965,10,1.7403367722510463
30,30,Gao matching,166.38995350572387,5.546331783524129,10,1.7423031780704072
30,30,Mussbah,178.22367541563284,5.940789180521095,3,3.2272281650635195
30,30,Hybrid#3 (TopAP N=8 adaptive),169.45335543335423,5.648445181111808,8,1.9795952737541385
30,30,MJH weighted-count strict,180.47730011127223,6.015910003709075,2,3.2680362174970075
30,30,MJH beam-resource matching,178.30652885805378,5.943550961935126,3,3.2287284537447496
30,31,Random,168.99041509350198,5.633013836450066,9,1.769533142340335
30,31,Gao matching,165.8415094575293,5.528050315250977,10,1.7365603084558043
30,31,Mussbah,178.02099692699016,5.934033230899672,5,3.1724315588878227
30,31,Hybrid#3 (TopAP N=8 adaptive),170.5252231117254,5.68417410372418,8,1.9921170924266989
30,31,MJH weighted-count strict,178.0010734835118,5.93336911611706,3,3.1720765122251056
30,31,MJH beam-resource matching,178.69627668863845,5.956542556287948,3,3.1844654136797375
30,32,Random,161.22195572791162,5.374065190930387,10,1.6881880180933158
30,32,Gao matching,161.2905745675917,5.3763524855863905,10,1.6889065399747825
30,32,Mussbah,169.98545202971533,5.666181734323844,5,2.699252910356735
30,32,Hybrid#3 (TopAP N=8 adaptive),162.1430848456245,5.40476949485415,9,1.8238817192983634
30,32,MJH weighted-count strict,176.28207024468918,5.876069008156306,2,2.7992389082126117
30,32,MJH beam-resource matching,172.30148967841689,5.743382989280563,4,2.7360300068029684
30,33,Random,155.33594420073464,5.177864806691155,10,1.6265543895364887
30,33,Gao matching,156.67083176808183,5.222361058936061,10,1.6405322698228466
30,33,Mussbah,167.56700009560657,5.585566669853552,5,2.7544505645698463
30,33,Hybrid#3 (TopAP N=8 adaptive),159.25508883338978,5.308502961112993,8,1.8252732244514591
30,33,MJH weighted-count strict,168.2182631296858,5.6072754376561935,3,2.765155964982096
30,33,MJH beam-resource matching,167.57463216094996,5.585821072031665,5,2.7545760197411027
30,34,Random,172.1194868412046,5.737316228040154,10,1.8022982915309385
30,34,Gao matching,169.42148818323906,5.647382939441302,10,1.7740469966831318
30,34,Mussbah,180.3968365568616,6.013227885228719,6,2.903772017011857
30,34,Hybrid#3 (TopAP N=8 adaptive),172.26997429838684,5.742332476612895,8,1.9377949864835418
30,34,MJH weighted-count strict,184.49300509760994,6.1497668365869975,2,2.969706319478631
30,34,MJH beam-resource matching,186.30766885164147,6.210255628388049,3,2.998916198819179
30,35,Random,175.12698580275352,5.8375661934251175,10,1.8337904272539638
30,35,Gao matching,173.15102911952496,5.771700970650832,10,1.8130997813562826
30,35,Mussbah,182.05659103217536,6.068553034405846,5,2.7754644566228426
30,35,Hybrid#3 (TopAP N=8 adaptive),178.1213747850867,5.93737915950289,8,1.9851922517145355
30,35,MJH weighted-count strict,188.79958872022684,6.2933196240075615,2,2.878261890696346
30,35,MJH beam-resource matching,184.93378180154207,6.164459393384735,4,2.8193274152228383
30,36,Random,133.66055434935598,4.455351811645199,10,1.3995869565377592
30,36,Gao matching,133.6919748694589,4.4563991623152965,10,1.3999159672194652
30,36,Mussbah,141.4796347034841,4.71598782344947,5,2.3957266057655424
30,36,Hybrid#3 (TopAP N=8 adaptive),138.88039096848436,4.629346365616145,8,1.506294912890286
30,36,MJH weighted-count strict,147.66223355732598,4.9220744519108655,2,2.5004188224083648
30,36,MJH beam-resource matching,144.2304697409022,4.80768232469674,4,2.4423075055609553
30,37,Random,136.90077485465187,4.563359161821729,10,1.4335159670644178
30,37,Gao matching,136.86645876703665,4.562215292234555,10,1.4331566363040489
30,37,Mussbah,144.4619977022357,4.815399923407856,6,2.4980459571543436
30,37,Hybrid#3 (TopAP N=8 adaptive),137.80007294329866,4.593335764776622,9,1.5645764739517307
30,37,MJH weighted-count strict,150.32709893005404,5.0109032976684675,2,2.599465656753485
30,37,MJH beam-resource matching,145.14125235145787,4.838041745048596,5,2.509791671303093
30,38,Random,165.06581498534712,5.502193832844904,10,1.7284378532497082
30,38,Gao matching,168.81358523161012,5.627119507720337,10,1.7676815207498444
30,38,Mussbah,179.34734482290094,5.978244827430031,5,3.0343853281939084
30,38,Hybrid#3 (TopAP N=8 adaptive),166.85949363493384,5.561983121164461,9,1.8427332262278724
30,38,MJH weighted-count strict,180.6239830137773,6.020799433792576,3,3.0559848238520817
30,38,MJH beam-resource matching,180.94393066639842,6.031464355546614,4,3.0613980317468643
30,39,Random,186.61421015285455,6.220473671761819,10,1.9540754989827704
30,39,Gao matching,186.6919649461382,6.2230654982046065,10,1.9548896852998767
30,39,Mussbah,199.3104367937856,6.64368122645952,4,3.3781429965048413
30,39,Hybrid#3 (TopAP N=8 adaptive),187.960948579389,6.2653649526463,9,2.134101034111712
30,39,MJH weighted-count strict,202.6410779403739,6.754702598012463,2,3.43459454136227
30,39,MJH beam-resource matching,202.1588410420979,6.738628034736596,3,3.426421034611829
30,40,Random,145.49794482830947,4.849931494276983,10,1.52353868930167
30,40,Gao matching,147.482226298287,4.9160742099429005,10,1.5443165057412254
30,40,Mussbah,152.02771401741722,5.067590467247241,6,2.440839913581396
30,40,Hybrid#3 (TopAP N=8 adaptive),149.69533871138867,4.989844623712956,8,1.6683793670815121
30,40,MJH weighted-count strict,157.23239496796896,5.241079832265632,2,2.5244022632731635
30,40,MJH beam-resource matching,153.02672339526643,5.1008907798422145,4,2.4568792389061005
30,41,Random,183.19721801137433,6.106573933712478,9,1.9182954765588938
30,41,Gao matching,181.3590970351537,6.045303234505123,10,1.8990481364937561
30,41,Mussbah,192.72770097583623,6.424256699194541,4,3.4984153380983165
30,41,Hybrid#3 (TopAP N=8 adaptive),185.84410088836822,6.194803362945607,8,2.071263314442666
30,41,MJH weighted-count strict,195.06689248134094,6.502229749378031,2,3.540876610661481
30,41,MJH beam-resource matching,196.88303233515202,6.562767744505067,3,3.573843389637903
30,42,Random,153.99309846366353,5.133103282122118,10,1.612493177629985
30,42,Gao matching,154.05666714699146,5.135222238233049,10,1.6131588182931045
30,42,Mussbah,160.46945741715376,5.348981913905125,5,3.1393809530891867
30,42,Hybrid#3 (TopAP N=8 adaptive),153.87798989583655,5.129266329861219,10,1.7149957079502542
30,42,MJH weighted-count strict,166.10885408809364,5.536961802936455,2,3.2497085804185395
30,42,MJH beam-resource matching,166.55595010988245,5.551865003662749,3,3.2584554457572623
30,43,Random,146.72164559071632,4.890721519690544,10,1.5363523098504328
30,43,Gao matching,147.74731524825333,4.924910508275111,10,1.547092306264433
30,43,Mussbah,154.39392936594402,5.146464312198134,6,2.6876826419347903
30,43,Hybrid#3 (TopAP N=8 adaptive),147.593503628027,4.919783454267567,10,1.7242231732246147
30,43,MJH weighted-count strict,161.131934004069,5.3710644668022995,2,2.804977526400366
30,43,MJH beam-resource matching,154.3014659575769,5.143382198585897,5,2.686073043042509
30,44,Random,201.35366339841963,6.711788779947321,10,2.108415323543661
30,44,Gao matching,201.78463940299432,6.726154646766477,10,2.1129281612878987
30,44,Mussbah,213.14971114871918,7.104990371623972,5,3.6563978239766572
30,44,Hybrid#3 (TopAP N=8 adaptive),201.73991653967627,6.724663884655876,10,2.2279394427352432
30,44,MJH weighted-count strict,221.8949012498374,7.396496708327914,2,3.8064139505933174
30,44,MJH beam-resource matching,212.9267550029128,7.097558500097094,5,3.6525732052991313
30,45,Random,192.20678819383784,6.406892939794594,10,2.0126365255899255
30,45,Gao matching,192.2464589852317,6.408215299507723,10,2.013051926546929
30,45,Mussbah,204.6176850591708,6.820589501972361,5,3.492365336391378
30,45,Hybrid#3 (TopAP N=8 adaptive),192.2179001202283,6.407263337340944,10,2.31239579092004
30,45,MJH weighted-count strict,206.49087108488337,6.883029036162779,2,3.524336424046482
30,45,MJH beam-resource matching,206.00926584824526,6.866975528274842,3,3.516116501932843
30,46,Random,151.4762147322868,5.049207157742893,10,1.5861383741600714
30,46,Gao matching,151.920359508825,5.064011983627499,10,1.5907891048044505
30,46,Mussbah,165.91073007550975,5.530357669183658,3,3.0976611291170606
30,46,Hybrid#3 (TopAP N=8 adaptive),158.12286066104832,5.270762022034944,7,1.714998488731544
30,46,MJH weighted-count strict,166.8915069794798,5.563050232649327,2,3.1159728711628047
30,46,MJH beam-resource matching,166.01124606422536,5.533708202140845,3,3.0995378279355
30,47,Random,195.34274471895372,6.5114248239651245,10,2.0454737666906153
30,47,Gao matching,195.25232173473876,6.508410724491292,10,2.0445269291595682
30,47,Mussbah,209.49299142075765,6.983099714025255,4,3.464125529900912
30,47,Hybrid#3 (TopAP N=8 adaptive),202.21084880316553,6.740361626772184,7,2.2536734333036006
30,47,MJH weighted-count strict,217.50902697746383,7.250300899248795,2,3.5966767586186665
30,47,MJH beam-resource matching,209.4816877120628,6.982722923735427,3,3.463938614502899
30,48,Random,161.8669802572867,5.395566008576224,10,1.6949422016469815
30,48,Gao matching,164.65070426300133,5.488356808766711,10,1.7240911441151974
30,48,Mussbah,176.218791482953,5.873959716098434,4,3.066274429840839
30,48,Hybrid#3 (TopAP N=8 adaptive),165.39602502037474,5.513200834012491,8,1.8956564472249255
30,48,MJH weighted-count strict,176.77267454591163,5.8924224848637206,2,3.07591220716742
30,48,MJH beam-resource matching,175.95540367453384,5.865180122484461,4,3.0616913811472743
30,49,Random,158.97452805091712,5.29915093503057,10,1.6646547439886612
30,49,Gao matching,158.87449165367318,5.295816388455773,10,1.6636072424468398
30,49,Mussbah,170.63455793762387,5.687818597920796,5,2.8726356555155537
30,49,Hybrid#3 (TopAP N=8 adaptive),163.00954043297386,5.433651347765795,8,1.9043170611328724
30,49,MJH weighted-count strict,174.97887615691312,5.832629205230437,2,2.9457723258739588
30,49,MJH beam-resource matching,171.98724165087094,5.732908055029031,4,2.8954081086005212
35,0,Random,166.65711313996556,4.761631803999016,10,1.706386823958692
35,0,Gao matching,168.2784729328159,4.807956369509026,10,1.722987777469105
35,0,Mussbah,179.1188256239639,5.117680732113254,4,2.5482227711767242
35,0,Hybrid#3 (TopAP N=8 adaptive),167.78837944679407,4.7939536984798305,10,1.8096895140765135
35,0,MJH weighted-count strict,183.3379215711958,5.2382263306055945,2,2.608245475820213
35,0,MJH beam-resource matching,179.17920658893638,5.11940590254104,3,2.5490817771988583
35,1,Random,175.9379588035116,5.026798822957474,10,1.8014125474762281
35,1,Gao matching,175.84737089060826,5.024210596874521,10,1.8004850261837024
35,1,Mussbah,186.16445017883075,5.318984290823735,4,2.9112455720209147
35,1,Hybrid#3 (TopAP N=8 adaptive),175.98466725955288,5.028133350272939,9,1.864902867462588
35,1,MJH weighted-count strict,190.64941346946463,5.447126099127561,2,2.981381570102137
35,1,MJH beam-resource matching,189.4051466246645,5.411575617847557,3,2.961923685748507
35,2,Random,188.7518108253119,5.392908880723198,10,1.932612397528791
35,2,Gao matching,188.5923513894028,5.38835289684008,10,1.930979707058732
35,2,Mussbah,195.67819170308954,5.59080547723113,5,2.7655089042694145
35,2,Hybrid#3 (TopAP N=8 adaptive),192.42209303992928,5.497774086855122,8,2.0390896471910556
35,2,MJH weighted-count strict,202.6798606251623,5.790853160718923,2,2.864463098296919
35,2,MJH beam-resource matching,195.71339080268982,5.591811165791138,5,2.766006371169122
35,3,Random,186.49900506289825,5.328543001797093,10,1.909546126923873
35,3,Gao matching,186.67932429804384,5.333694979944109,10,1.9113923989560804
35,3,Mussbah,201.77056708807223,5.764873345373492,4,3.177656051573399
35,3,Hybrid#3 (TopAP N=8 adaptive),190.34570747036452,5.438448784867558,9,1.9824236153830708
35,3,MJH weighted-count strict,204.90796519747437,5.854513291356411,2,3.2270664895397303
35,3,MJH beam-resource matching,204.0533741260875,5.8300964036025,3,3.213607655930824
35,4,Random,184.1534661525462,5.261527604358463,10,1.8855303701625892
35,4,Gao matching,184.01852786439062,5.257672224696875,10,1.8841487494647506
35,4,Mussbah,194.12716661731608,5.54649047478046,5,2.945039190148917
35,4,Hybrid#3 (TopAP N=8 adaptive),187.99612437054253,5.371317839158358,9,2.0643791109503207
35,4,MJH weighted-count strict,197.68199805638872,5.648057087325392,3,2.998968364951536
35,4,MJH beam-resource matching,195.5331989001576,5.586662825718789,4,2.9663696419745786
35,5,Random,178.55274051636522,5.101506871896149,10,1.8281850564815554
35,5,Gao matching,179.06334132318386,5.116095466376682,10,1.83341305109062
35,5,Mussbah,182.1722872863453,5.20492249389558,7,2.692599211011657
35,5,Hybrid#3 (TopAP N=8 adaptive),183.04089308321807,5.229739802377659,8,1.9063450069420385
35,5,MJH weighted-count strict,193.27024147718808,5.522006899348231,2,2.8566326276374063
35,5,MJH beam-resource matching,190.24329345647763,5.435522670185075,5,2.811892793858368
35,6,Random,177.1892296953199,5.062549419866283,10,1.8142241948326272
35,6,Gao matching,177.34984586026093,5.067138453150312,10,1.8158687289446513
35,6,Mussbah,185.95075227293518,5.312878636369576,6,2.8999675451293405
35,6,Hybrid#3 (TopAP N=8 adaptive),178.93408272992323,5.112402363712093,9,1.8961577117264914
35,6,MJH weighted-count strict,193.16296708585813,5.518941916738804,2,3.0124445780551268
35,6,MJH beam-resource matching,186.0226588532313,5.314933110092323,5,2.901088953602235
35,7,Random,146.85845035280386,4.195955724365825,10,1.5036701401310977
35,7,Gao matching,146.38202034552526,4.182343438443579,10,1.4987920171896787
35,7,Mussbah,154.47054572580132,4.413444163594323,5,2.319145416762106
35,7,Hybrid#3 (TopAP N=8 adaptive),149.19976739433463,4.262850496980989,9,1.581064295948442
35,7,MJH weighted-count strict,159.73009214408847,4.563716918402528,3,2.3981096808741142
35,7,MJH beam-resource matching,154.24750023070231,4.407071435162924,5,2.315796720508993
35,8,Random,173.72683577651156,4.963623879328902,10,1.778773062558139
35,8,Gao matching,173.63050771967838,4.960871649133668,10,1.777786768460871
35,8,Mussbah,185.61865005843333,5.3033900016695235,4,2.9081676946694173
35,8,Hybrid#3 (TopAP N=8 adaptive),171.1640109161209,4.890400311889168,9,1.813818554391956
35,8,MJH weighted-count strict,187.2556399028905,5.3501611400825855,2,2.9338151227735088
35,8,MJH beam-resource matching,185.49112002254245,5.2997462863583555,4,2.90616962642379
35,9,Random,199.42845168626894,5.697955762464827,10,2.041929539449853
35,9,Gao matching,199.681069054307,5.705173401551629,10,2.044516065402461
35,9,Mussbah,205.00276702955466,5.8572219151301335,5,3.178008996944316
35,9,Hybrid#3 (TopAP N=8 adaptive),197.89121064757893,5.654034589930826,9,2.0788711614908055
35,9,MJH weighted-count strict,211.4396721717398,6.041133490621137,3,3.277795662025731
35,9,MJH beam-resource matching,208.5034088244452,5.957240252127005,4,3.2322769040581627
35,10,Random,210.5592077448661,6.015977364139031,10,2.1558963250327587
35,10,Gao matching,211.04891784023127,6.029969081149464,10,2.160910421572334
35,10,Mussbah,222.26765213464108,6.350504346704031,5,3.6046325723919415
35,10,Hybrid#3 (TopAP N=8 adaptive),210.66453264358356,6.01898664695953,10,2.2520929993077976
35,10,MJH weighted-count strict,229.95248205417474,6.570070915833564,2,3.729261541003456
35,10,MJH beam-resource matching,222.7699072363944,6.364854492468411,4,3.6127779101504625
35,11,Random,198.58192703575259,5.673769343878646,10,2.033262051560607
35,11,Gao matching,198.7232846947754,5.67780813413644,10,2.0347093996052092
35,11,Mussbah,211.38602480776544,6.039600708793298,4,3.4298281425852313
35,11,Hybrid#3 (TopAP N=8 adaptive),200.62615940334405,5.732175982952687,8,2.107602129773377
35,11,MJH weighted-count strict,213.9104879429845,6.1117282269424145,2,3.4707886304602806
35,11,MJH beam-resource matching,210.32425894933064,6.009264541409447,3,3.4126005400253763
35,12,Random,187.9518157841763,5.370051879547894,10,1.924421322022283
35,12,Gao matching,188.0878421652283,5.373938347577951,10,1.9258140836030202
35,12,Mussbah,194.61016694101926,5.560290484029122,6,3.290854522422963
35,12,Hybrid#3 (TopAP N=8 adaptive),186.44821472059607,5.3270918491598875,11,2.0473815672100595
35,12,MJH weighted-count strict,203.88699942064648,5.825342840589899,3,3.4477255975533483
35,12,MJH beam-resource matching,202.6957943341668,5.791308409547623,4,3.427582340355676
35,13,Random,166.1234737035559,4.74638496295874,10,1.7009229389442586
35,13,Gao matching,166.07007147143102,4.744859184898029,10,1.7003761584105568
